areacd,total,value
E00070609,120,113
E00070610,118,61
E00070611,103,82
E00070612,123,98
E00070613,121,106
E00070614,49,38
E00070615,119,80
E00070616,117,86
E00070620,110,58
E00070622,133,116
E00070623,150,134
E00070624,106,56
E00070625,120,101
E00070626,144,77
E00070627,109,72
E00070628,100,46
E00070629,126,86
E00070630,130,111
E00070631,147,122
E00070632,120,78
E00070633,140,102
E00070634,117,81
E00070635,116,39
E00070636,117,43
E00070637,120,34
E00070638,124,54
E00070639,118,21
E00070640,131,35
E00070641,129,7
E00070642,117,21
E00070643,120,26
E00070644,115,68
E00070645,133,23
E00070646,139,80
E00070647,109,42
E00070648,119,60
E00070649,119,60
E00070650,125,53
E00070651,128,86
E00070722,125,61
E00070723,130,79
E00070743,49,39
E00070748,51,43
E00070751,103,70
E00070813,77,52
E00070814,134,85
E00070815,99,74
E00070816,93,64
E00070817,197,143
E00070818,176,131
E00070819,120,84
E00070839,131,107
E00070840,40,22
E00070841,60,48
E00070842,179,133
E00070843,156,134
E00070844,136,91
E00070845,158,123
E00070846,121,101
E00070847,166,147
E00070848,109,80
E00070849,64,48
E00070933,135,102
E00070934,123,89
E00070935,126,98
E00070936,111,97
E00070937,123,99
E00070938,190,151
E00070939,149,113
E00070940,183,141
E00070941,99,67
E00070942,133,99
E00070957,127,96
E00070958,83,36
E00070959,68,29
E00070960,56,33
E00070961,139,107
E00070962,151,105
E00070963,135,82
E00070964,128,97
E00070965,118,91
E00070966,102,63
E00070967,107,87
E00070968,90,72
E00070980,171,158
E00070981,108,94
E00070982,137,122
E00070983,155,67
E00070984,147,123
E00070985,121,92
E00070986,142,120
E00070987,144,89
E00070988,164,136
E00070989,136,119
E00070990,169,144
E00070991,175,150
E00070992,120,96
E00070993,144,105
E00070994,108,72
E00070995,114,86
E00070996,160,140
E00070997,173,144
E00070998,115,75
E00070999,148,95
E00071000,236,150
E00071001,134,119
E00071002,110,27
E00071003,135,96
E00071004,114,105
E00071005,123,84
E00071006,140,55
E00071007,126,118
E00071008,121,104
E00071009,153,106
E00071010,178,74
E00071011,129,86
E00071012,114,94
E00071013,126,108
E00071014,109,100
E00071015,188,134
E00071016,126,73
E00071017,125,102
E00071018,122,106
E00071019,122,26
E00071020,113,106
E00071021,113,101
E00071022,113,98
E00071023,119,78
E00071024,120,47
E00071025,124,68
E00071026,115,74
E00071027,128,73
E00071028,129,98
E00071029,165,59
E00071030,124,23
E00071031,138,67
E00071032,152,73
E00071033,133,115
E00071034,140,128
E00071035,127,108
E00071036,101,64
E00071037,123,78
E00071038,114,88
E00071039,142,91
E00071040,205,148
E00071041,132,101
E00071042,190,74
E00071044,134,87
E00071045,119,105
E00071046,115,51
E00071047,129,10
E00071048,129,37
E00071049,110,29
E00071050,130,67
E00071051,118,42
E00071052,118,75
E00071053,131,99
E00071054,124,93
E00071055,113,60
E00071056,121,50
E00071057,132,93
E00071058,129,58
E00071059,116,40
E00071060,127,115
E00071061,109,90
E00071062,150,53
E00071063,189,139
E00071064,117,53
E00071065,108,30
E00071067,123,68
E00071068,113,17
E00071069,122,47
E00071070,114,25
E00071071,234,116
E00071072,118,35
E00071095,152,72
E00071096,160,148
E00071097,149,120
E00071098,137,111
E00071154,125,32
E00071155,147,88
E00071168,114,108
E00071169,102,78
E00071170,130,119
E00071171,133,121
E00071172,106,97
E00071173,217,132
E00071174,119,65
E00071175,134,121
E00071176,125,105
E00071195,109,87
E00071196,109,94
E00071200,91,72
E00071205,80,50
E00071206,52,41
E00071207,132,100
E00071208,48,26
E00113000,90,83
E00113018,122,102
E00113046,125,99
E00113110,126,117
E00113111,128,120
E00113112,120,107
E00113113,126,101
E00113114,122,66
E00113115,112,106
E00113118,120,102
E00113119,99,67
E00113120,118,102
E00113122,141,117
E00113123,136,130
E00113124,144,123
E00113125,123,53
E00113126,74,67
E00113150,134,122
E00113151,144,115
E00113152,185,135
E00113153,132,50
E00113154,157,122
E00113155,155,138
E00113156,128,113
E00113157,129,77
E00113158,171,77
E00113159,170,111
E00113160,126,117
E00113161,111,89
E00113162,120,110
E00168505,124,90
E00168522,107,65
E00168524,110,82
E00168525,127,57
E00168527,109,87
E00168528,82,64
E00168530,123,101
E00168531,114,107
W00008169,139,123
