areacd,total,value
E01013999,614,475
E01014008,705,515
E01014009,646,492
E01014016,665,399
E01014017,632,488
E01014018,628,472
E01014019,671,490
E01014020,636,519
E01014021,638,450
E01014033,776,515
E01014034,683,338
E01014051,737,489
E01014052,652,447
E01014055,672,452
E01014056,610,453
E01014079,641,454
E01014098,583,339
E01014101,454,263
E01028994,557,381
E01029003,1040,788
E01029005,558,385
E01029013,780,526
E01029014,504,220
E01029016,595,465
W01000426,643,491
W01000427,604,447
W01000429,951,786
W01000430,554,394
W01000431,586,325
W01000432,532,409
W01000438,608,462
W01000440,546,439
W01000443,1009,776
W01000445,623,470
W01000446,828,461
W01000448,639,444
W01000449,753,478
W01000450,597,476
W01000451,483,375
W01000454,671,253
W01000455,901,603
W01000456,1011,672
W01000459,519,400
W01000464,534,425
W01000465,426,345
W01000466,621,381
W01000467,795,476
W01000471,838,597
W01000472,511,395
W01000474,750,559
W01000477,621,537
W01000484,678,528
W01000485,740,585
W01000486,501,265
W01000487,987,562
W01000489,742,397
W01000492,823,442
W01000493,595,411
W01000494,737,486
W01000496,895,709
W01000502,957,732
W01000503,432,331
W01000504,546,261
W01000505,646,453
W01000512,604,285
W01000513,1022,157
W01000515,608,302
W01000516,674,365
W01000517,589,142
W01000518,627,324
W01000525,500,421
W01000527,461,241
W01000528,641,352
W01000534,655,500
W01000535,885,679
W01000536,663,500
W01000537,664,524
W01000538,654,516
W01000539,506,413
W01000540,534,417
W01000541,781,568
W01000542,937,749
W01000543,880,686
W01000548,764,542
W01000549,744,610
W01000550,565,390
W01000552,827,631
W01000625,521,293
W01000626,725,467
W01000627,896,661
W01000628,617,529
W01000629,761,489
W01000630,666,467
W01000631,783,357
W01000635,916,774
W01000636,789,491
W01000647,630,512
W01000650,716,567
W01000651,700,514
W01000652,793,450
W01000653,642,489
W01000654,788,545
W01000655,827,473
W01000656,906,619
W01000657,502,321
W01000658,545,381
W01000659,650,319
W01000660,747,378
W01000662,921,743
W01000663,998,740
W01000664,737,606
W01000665,727,655
W01000666,643,450
W01000667,625,501
W01000675,848,679
W01000676,684,570
W01000677,702,401
W01000678,615,424
W01000679,555,347
W01000680,853,784
W01000681,857,542
W01000682,560,459
W01000683,452,376
W01000684,774,639
W01000686,531,443
W01000687,817,671
W01000690,754,582
W01000691,682,533
W01000692,648,507
W01000697,805,555
W01000698,768,554
W01000699,600,542
W01000701,678,512
W01000702,515,300
W01000703,818,519
W01000704,719,588
W01000705,834,488
W01000706,683,471
W01000707,615,302
W01000708,613,278
W01000709,921,778
W01000712,634,531
W01000713,574,456
W01000714,647,388
W01000715,555,478
W01000716,544,480
W01000717,645,407
W01000718,627,418
W01000719,629,495
W01000724,762,548
W01000725,915,696
W01000726,630,586
W01000727,479,413
W01000731,1039,821
W01000732,623,409
W01000733,654,209
W01000734,651,339
W01000738,753,297
W01000739,863,444
W01000740,658,585
W01000741,706,389
W01000742,800,183
W01000744,755,346
W01000745,1072,270
W01000746,800,336
W01000747,743,240
W01000750,717,430
W01000751,626,551
W01000752,641,380
W01000753,602,399
W01000754,681,487
W01000755,868,592
W01000756,751,313
W01000757,718,499
W01000758,839,649
W01000759,655,594
W01000760,728,494
W01000761,652,440
W01000762,617,281
W01000763,620,485
W01000764,680,507
W01000765,748,526
W01000766,641,527
W01000767,757,374
W01000768,611,456
W01000769,591,519
W01000770,638,566
W01000772,615,508
W01000773,1184,692
W01000774,740,520
W01000777,785,633
W01000778,770,609
W01000779,597,420
W01000781,708,652
W01000782,516,472
W01000784,586,440
W01000785,528,504
W01000786,573,531
W01000787,678,464
W01000788,658,431
W01000789,640,371
W01000790,748,449
W01000791,636,541
W01000792,686,613
W01000793,766,638
W01000794,921,695
W01000795,685,584
W01000796,1063,863
W01000797,652,535
W01000798,627,522
W01000799,782,350
W01000800,604,548
W01000801,635,283
W01000802,1010,679
W01000803,767,616
W01000806,631,491
W01000807,562,498
W01000808,625,500
W01000809,692,472
W01000810,667,195
W01000811,684,363
W01000812,689,315
W01000813,676,555
W01000814,675,325
W01000815,671,582
W01000816,712,574
W01000817,842,225
W01000818,671,365
W01000819,626,559
W01000820,605,465
W01000821,673,465
W01000822,594,490
W01000828,732,656
W01000829,828,639
W01000830,687,77
W01000831,825,330
W01000832,763,212
W01000833,767,220
W01000834,602,247
W01000835,594,315
W01000836,934,361
W01000837,641,562
W01000838,559,317
W01000841,635,466
W01000842,590,519
W01000843,563,468
W01000844,489,257
W01000845,819,689
W01000846,815,526
W01000847,522,430
W01000848,505,272
W01000849,807,440
W01000850,1195,489
W01000851,682,417
W01000852,637,460
W01000853,607,497
W01000854,529,459
W01000855,645,545
W01000857,900,466
W01000858,687,513
W01000862,706,128
W01000863,753,168
W01000864,706,162
W01000865,591,308
W01000866,524,211
W01000867,570,186
W01000868,482,429
W01000869,727,349
W01000870,640,303
W01000871,714,218
W01000872,615,508
W01000877,644,574
W01000878,526,414
W01000887,953,655
W01000888,933,732
W01000890,675,639
W01000891,640,444
W01000892,814,703
W01000893,817,567
W01000894,615,460
W01000895,783,426
W01000896,646,266
W01000897,594,419
W01000901,733,490
W01000902,438,391
W01000903,491,471
W01000904,640,570
W01000905,627,487
W01000906,461,396
W01000907,762,399
W01000908,744,609
W01000909,494,377
W01000910,640,580
W01000911,490,460
W01000912,537,375
W01000913,528,367
W01000914,647,345
W01000915,496,382
W01000916,479,404
W01000917,1086,902
W01000918,842,600
W01000919,504,381
W01000920,518,384
W01000921,666,280
W01000922,721,470
W01000923,651,551
W01000924,463,305
W01000925,657,368
W01000926,862,675
W01000927,704,489
W01000928,698,476
W01000929,562,365
W01000930,617,395
W01000931,560,427
W01000934,628,372
W01000935,842,445
W01000936,628,314
W01000937,950,493
W01000938,611,519
W01000939,690,264
W01000940,596,318
W01000941,639,371
W01000942,782,391
W01000943,614,550
W01000944,524,372
W01000945,492,366
W01000946,616,467
W01000947,866,487
W01000948,842,515
W01000953,727,496
W01000954,633,510
W01000955,526,414
W01000956,522,487
W01000965,866,606
W01000969,515,472
W01000970,500,360
W01000971,599,437
W01000973,681,390
W01000978,774,551
W01000991,475,223
W01000992,636,440
W01000993,625,443
W01000994,576,400
W01000995,654,531
W01001024,507,361
W01001025,519,419
W01001137,1064,715
W01001138,636,374
W01001139,611,496
W01001140,637,443
W01001141,677,410
W01001142,704,459
W01001143,633,507
W01001144,668,387
W01001145,753,498
W01001146,640,477
W01001147,792,588
W01001148,750,534
W01001149,619,454
W01001150,797,496
W01001151,713,606
W01001152,671,522
W01001153,636,410
W01001154,678,428
W01001155,665,475
W01001156,549,521
W01001164,656,543
W01001166,553,394
W01001167,632,470
W01001168,638,480
W01001169,761,364
W01001170,527,477
W01001175,620,480
W01001176,620,480
W01001177,587,449
W01001180,648,306
W01001181,606,418
W01001186,685,530
W01001187,574,433
W01001188,497,280
W01001200,420,329
W01001201,537,324
W01001202,839,532
W01001203,594,265
W01001204,584,443
W01001205,728,502
W01001206,635,443
W01001207,585,278
W01001208,750,527
W01001209,567,289
W01001210,625,436
W01001211,650,444
W01001212,585,377
W01001213,618,468
W01001214,531,473
W01001215,519,307
W01001216,654,492
W01001221,602,346
W01001222,649,241
W01001233,735,573
W01001247,755,557
W01001248,864,640
W01001259,684,515
W01001260,476,289
W01001261,541,396
W01001265,667,499
W01001266,636,331
W01001267,634,430
W01001268,636,475
W01001269,626,510
W01001270,622,496
W01001271,724,520
W01001272,632,447
W01001273,758,594
W01001274,577,240
W01001275,792,564
W01001276,668,399
W01001280,752,403
W01001281,741,627
W01001282,867,606
W01001283,639,511
W01001284,423,379
W01001285,605,466
W01001286,643,497
W01001287,623,456
W01001288,640,379
W01001289,619,472
W01001290,768,536
W01001291,679,503
W01001292,692,296
W01001293,734,435
W01001294,649,579
W01001295,683,338
W01001296,651,515
W01001297,775,492
W01001298,780,352
W01001299,686,243
W01001300,654,254
W01001301,751,356
W01001302,472,329
W01001303,506,241
W01001304,614,484
W01001305,517,383
W01001306,644,523
W01001307,731,322
W01001308,445,172
W01001309,496,258
W01001310,659,502
W01001311,500,338
W01001312,643,386
W01001313,658,498
W01001314,895,672
W01001315,809,379
W01001316,1162,966
W01001317,677,464
W01001318,646,541
W01001319,646,590
W01001320,603,461
W01001321,632,432
W01001322,667,474
W01001324,896,642
W01001325,624,359
W01001326,887,524
W01001327,947,681
W01001328,641,413
W01001329,654,453
W01001334,592,299
W01001335,517,412
W01001336,614,435
W01001337,657,510
W01001338,774,559
W01001339,600,225
W01001347,602,484
W01001348,734,366
W01001349,685,586
W01001350,766,578
W01001351,652,568
W01001352,754,450
W01001353,738,455
W01001354,706,558
W01001355,811,436
W01001356,485,427
W01001357,661,515
W01001358,650,367
W01001359,650,522
W01001360,544,442
W01001361,497,304
W01001362,921,655
W01001363,565,401
W01001364,689,386
W01001365,842,605
W01001369,943,732
W01001374,591,407
W01001375,685,399
W01001376,665,296
W01001377,672,562
W01001378,681,450
W01001379,625,516
W01001380,771,601
W01001381,624,307
W01001382,685,524
W01001383,663,452
W01001384,698,517
W01001385,693,448
W01001386,719,358
W01001387,542,313
W01001388,723,451
W01001389,457,348
W01001390,672,587
W01001391,672,477
W01001392,755,663
W01001401,848,522
W01001402,679,404
W01001403,680,490
W01001404,584,541
W01001405,744,467
W01001406,841,525
W01001414,647,390
W01001415,719,514
W01001416,647,511
W01001417,578,510
W01001418,623,389
W01001428,543,209
W01001429,532,396
W01001430,983,682
W01001431,642,509
W01001432,952,628
W01001433,635,472
W01001434,549,503
W01001435,632,422
W01001436,646,393
W01001437,658,526
W01001438,670,416
W01001439,680,542
W01001440,604,388
W01001441,503,216
W01001442,504,432
W01001443,646,351
W01001444,796,513
W01001445,633,428
W01001446,485,371
W01001447,622,307
W01001448,624,375
W01001449,726,420
W01001450,570,395
W01001451,656,430
W01001452,624,492
W01001453,648,350
W01001454,609,386
W01001455,792,496
W01001456,552,329
W01001457,743,269
W01001458,638,502
W01001459,448,212
W01001460,764,485
W01001461,634,400
W01001462,662,409
W01001463,868,681
W01001464,689,373
W01001465,698,399
W01001466,787,495
W01001467,798,426
W01001468,582,378
W01001469,504,262
W01001470,633,510
W01001471,767,315
W01001472,634,525
W01001473,603,208
W01001474,673,412
W01001475,513,402
W01001476,486,285
W01001477,634,506
W01001478,662,524
W01001479,706,234
W01001480,635,319
W01001481,775,375
W01001482,497,289
W01001483,564,274
W01001484,695,570
W01001485,529,262
W01001486,653,455
W01001487,662,423
W01001488,683,335
W01001489,702,409
W01001490,598,481
W01001491,802,501
W01001492,928,688
W01001493,905,573
W01001494,654,538
W01001495,850,616
W01001496,585,396
W01001497,613,379
W01001498,488,302
W01001499,513,352
W01001500,497,400
W01001501,510,263
W01001502,500,432
W01001503,505,248
W01001504,862,562
W01001505,800,640
W01001506,688,329
W01001507,905,676
W01001508,527,453
W01001509,618,561
W01001510,670,456
W01001511,719,493
W01001512,607,571
W01001513,636,582
W01001514,495,420
W01001515,630,456
W01001516,619,368
W01001517,822,626
W01001518,477,417
W01001519,627,224
W01001520,729,496
W01001521,611,397
W01001522,759,375
W01001523,638,456
W01001524,829,520
W01001525,602,351
W01001526,574,288
W01001527,638,299
W01001528,484,324
W01001529,917,534
W01001530,698,232
W01001531,706,444
W01001532,743,392
W01001533,611,547
W01001534,638,451
W01001535,576,414
W01001536,471,159
W01001537,507,410
W01001538,569,270
W01001539,598,374
W01001540,532,433
W01001541,459,332
W01001545,632,550
W01001546,645,331
W01001548,857,680
W01001555,484,418
W01001556,509,387
W01001557,911,510
W01001558,697,435
W01001560,514,412
W01001561,651,600
W01001562,604,462
W01001563,461,325
W01001564,999,732
W01001565,719,585
W01001566,489,307
W01001567,433,243
W01001568,697,560
W01001569,622,479
W01001571,508,433
W01001579,745,562
W01001580,809,548
W01001581,852,649
W01001596,495,316
W01001597,660,515
W01001627,630,563
W01001628,511,237
W01001640,495,426
W01001651,637,575
W01001897,837,616
W01001898,625,415
W01001899,866,651
W01001900,684,473
W01001901,884,657
W01001902,591,208
W01001903,937,666
W01001904,727,548
W01001905,880,658
W01001909,1165,660
W01001923,603,264
W01001924,623,273
W01001925,980,739
W01001934,1106,480
W01001935,469,242
W01001936,462,302
W01001937,949,681
W01001955,1153,71
W01001956,803,617
