areacd,total,value
E01009522,647,375
E01009523,609,557
E01009524,680,461
E01009525,575,496
E01009526,599,509
E01009527,654,500
E01009528,679,594
E01009529,621,508
E01009530,561,496
E01009531,761,535
E01009532,577,467
E01009535,558,498
E01009536,613,531
E01009537,612,366
E01009538,601,371
E01009539,774,227
E01009540,779,151
E01009541,816,441
E01009542,893,253
E01009543,560,521
E01009544,749,441
E01009548,1038,542
E01009549,668,564
E01009550,770,542
E01009552,719,428
E01009553,687,122
E01009554,571,391
E01009555,601,518
E01009556,772,395
E01009557,539,500
E01009558,643,437
E01009559,606,473
E01009560,547,496
E01009561,767,539
E01009562,709,593
E01009563,619,581
E01009564,587,233
E01009565,458,309
E01009566,569,168
E01009567,660,287
E01009568,541,297
E01009569,494,202
E01009570,596,249
E01009571,673,157
E01009572,797,185
E01009573,525,206
E01009574,559,150
E01009575,481,246
E01009576,684,408
E01009577,527,115
E01009578,564,475
E01009579,695,151
E01009580,547,353
E01009581,638,239
E01009582,738,440
E01009583,672,398
E01009584,603,392
E01009585,390,37
E01009586,651,565
E01009587,572,361
E01009588,681,298
E01009589,591,380
E01009590,523,417
E01009591,580,445
E01009592,640,356
E01009593,633,489
E01009594,532,441
E01009596,564,320
E01009597,642,434
E01009598,642,549
E01009599,607,389
E01009604,566,406
E01009605,650,255
E01009606,537,406
E01009607,803,190
E01009608,621,377
E01009609,610,374
E01009610,637,318
E01009611,772,217
E01009612,566,171
E01009613,502,415
E01009614,585,482
E01009615,678,404
E01009616,608,442
E01009617,473,352
E01009618,612,531
E01009619,831,341
E01009620,608,432
E01009621,536,318
E01009622,655,309
E01009623,678,378
E01009624,622,391
E01009625,867,611
E01009626,632,430
E01009627,712,389
E01009628,632,454
E01009629,1079,455
E01009630,708,332
E01009631,577,190
E01009632,943,161
E01009633,713,223
E01009634,679,269
E01009635,886,157
E01009636,967,280
E01009637,481,157
E01009638,732,59
E01009639,545,264
E01009640,707,172
E01009641,902,147
E01009642,963,91
E01009643,591,482
E01009644,679,556
E01009645,572,474
E01009646,619,517
E01009647,785,537
E01009648,607,505
E01009649,582,466
E01009650,790,212
E01009651,874,128
E01009652,619,522
E01009653,625,525
E01009654,710,556
E01009655,789,375
E01009656,713,321
E01009657,627,508
E01009658,585,431
E01009659,765,228
E01009660,658,376
E01009661,793,282
E01009662,569,344
E01009663,633,517
E01009664,578,399
E01009665,475,425
E01009666,503,454
E01009667,575,544
E01009668,630,535
E01009669,462,411
E01009670,673,604
E01009671,410,343
E01009672,822,740
E01009674,674,324
E01009676,600,439
E01009679,614,223
E01009681,535,433
E01009682,601,481
E01009683,560,365
E01009684,680,371
E01009685,714,566
E01009686,692,585
E01009687,600,465
E01009688,601,286
E01009689,717,286
E01009690,660,339
E01009691,631,322
E01009692,531,493
E01009693,692,609
E01009694,623,521
E01009695,754,671
E01009696,640,558
E01009697,644,548
E01009698,624,555
E01009699,624,492
E01009700,831,260
E01009701,729,377
E01009702,729,288
E01009703,1144,572
E01009704,596,533
E01009705,578,529
E01009706,656,548
E01009707,727,585
E01009708,626,506
E01009709,429,50
E01009710,634,447
E01009711,600,463
E01009712,620,479
E01009713,521,390
E01009714,576,465
E01009715,588,343
E01009716,649,525
E01009717,585,458
E01009718,885,286
E01010108,857,686
E01010109,550,480
E01010110,574,448
E01010111,668,267
E01010112,675,428
E01010113,555,363
E01010114,730,585
E01010115,667,456
E01010125,711,210
E01010126,661,257
E01010127,749,406
E01010128,586,357
E01010129,695,274
E01010130,820,277
E01010131,632,269
E01010140,645,289
E01010142,641,227
E01010143,658,265
E01010144,740,479
E01010150,647,587
E01010151,802,471
E01010152,502,486
E01010153,618,537
E01010154,677,594
E01010155,659,583
E01010156,630,595
E01010164,654,546
E01010165,712,455
E01010166,550,509
E01010167,637,455
E01010168,793,631
E01010169,669,580
E01010170,554,523
E01010171,535,440
E01010184,615,473
E01010186,799,659
E01010188,685,636
E01031027,580,486
E01031062,494,436
E01031063,660,338
E01031064,571,339
E01031067,733,434
E01031068,739,666
E01031070,655,603
E01031077,612,426
E01031078,811,699
E01031079,642,478
E01031080,669,442
E01031086,773,625
E01031087,890,599
E01031088,772,568
E01031089,639,589
E01031095,496,315
E01031096,600,421
E01031097,751,374
E01031098,559,445
E01031099,935,710
E01031105,590,509
E01031106,624,493
E01031151,620,568
E01031152,495,429
E01031159,691,585
E01031181,728,576
E01031195,918,750
E01031254,624,531
E01031255,627,571
E01031256,795,632
E01031257,666,427
E01031258,775,493
E01031261,589,203
E01031262,637,275
E01031263,641,287
E01031264,621,282
E01031265,516,234
E01031266,861,227
E01031267,736,658
E01031268,1087,825
E01031271,874,463
E01031272,784,450
E01031273,656,183
E01031274,621,336
E01031275,529,457
E01031276,636,327
E01031277,642,538
E01031278,566,487
E01031279,622,495
E01031280,524,420
E01031281,626,512
E01031282,669,479
E01031283,526,398
E01031284,506,432
E01031285,1043,642
E01031286,695,349
E01031287,583,524
E01031288,713,562
E01031289,569,486
E01031290,833,471
E01031291,788,273
E01031292,649,515
E01031293,702,426
E01031294,646,388
E01031295,497,448
E01031296,718,567
E01031297,876,575
E01031298,796,652
E01031299,560,525
E01031300,708,620
E01031301,590,490
E01031302,434,320
E01031303,714,438
E01031304,603,530
E01031305,654,631
E01031306,601,460
E01031307,664,581
E01031308,850,547
E01031309,764,439
E01031310,559,435
E01031311,569,353
E01031312,542,300
E01031313,591,545
E01031314,605,520
E01031315,800,564
E01031316,767,498
E01031317,749,571
E01031319,855,629
E01031320,632,380
E01031321,506,198
E01031322,851,542
E01031323,805,472
E01031324,1245,530
E01031325,617,338
E01031327,628,368
E01031328,885,729
E01031332,519,244
E01031333,482,284
E01031334,657,446
E01031335,627,320
E01031336,832,294
E01031337,702,408
E01032527,631,396
E01032528,697,368
E01032529,693,455
E01032530,817,619
E01032531,1147,382
E01032532,533,440
E01032533,643,538
E01032534,756,473
E01032535,485,392
E01032536,852,521
E01032537,831,592
E01032538,994,504
E01032587,670,392
E01032588,571,510
E01033058,911,545
E01033253,751,244
E01033254,574,363
