areacd,total,value
E02003491,3088,2413
E02003492,2166,900
E02003493,3348,2661
E02003494,2641,2100
E02003495,2970,2140
E02003496,3146,1983
E02003497,2804,2358
E02003498,3475,1188
E02003499,2843,1066
E02003500,3049,2310
E02003501,3685,2499
E02003502,3145,2053
E02003503,3487,2336
E02003504,3838,2067
E02003505,3786,1634
E02003506,2871,1816
E02003507,3924,2845
E02003508,3418,2039
E02003509,4695,1904
E02003510,4055,2292
E02003511,3318,2217
E02003512,3736,1885
E02003513,2907,1680
E02003514,4856,1871
E02003515,3659,923
E02003516,4972,1871
E02003517,5238,1712
E02003518,4158,2019
E02003519,5052,1647
E02003520,4690,1284
E02003521,4424,1753
E02003522,3584,1646
E02003523,4512,3678
E02004380,3491,2748
E02004383,3094,2255
E02004384,3161,2560
E02004385,3421,2588
E02006374,2868,2169
E02006391,2336,1834
E02006392,3587,2274
E02006437,3199,2405
E02006438,3151,2491
E02006448,2818,2176
E02006449,2894,2087
E02006450,2563,1930
E02006451,4372,3248
E02006453,3235,2480
E02006534,3544,2816
E02006535,2829,2527
E02006536,2875,2418
E02006537,4304,2457
E02006538,4059,2888
E02006539,3132,2289
E02006540,2589,1840
E02006541,3625,2648
E02006542,2629,1858
E02006543,2432,1863
E02006544,4128,3355
E02006545,3458,2161
E02006546,4201,3124
E02006547,2300,1739
E02006548,4133,3256
E02006549,2864,2606
E02006550,4118,3349
E02006551,4049,3413
E02006552,3462,1632
E02006553,3139,2517
E02006554,3140,2564
E02006555,3164,1827
E02006556,3659,3223
E02006557,2828,1571
E02006558,4850,2166
E02006562,2387,1900
E02006565,3502,2139
E02006575,2942,1617
E02006576,3228,2556
E02006577,3301,1686
E02006578,4141,2150
E02006579,3269,1974
E02006580,3281,2211
E02006581,3650,1999
E02006582,3008,2372
E02006583,3809,2534
E02006584,2900,1335
E02006585,3096,1856
E02006586,2662,1490
E02006587,3440,1448
E02006588,3198,2115
E02006589,4465,3755
E02006590,3646,2504
E02006591,3428,2434
E02006592,2430,1873
E02006593,4697,2655
E02006594,2892,2252
E02006595,3154,2529
E02006596,3342,2745
E02006597,3945,2883
E02006598,2184,1738
E02006599,3049,2716
E02006600,4324,2883
E02006601,3464,2427
E02006602,2921,2312
E02006603,3784,3105
E02006604,5493,3378
E02006605,2429,1870
E02006607,2981,2578
E02006608,2343,2045
E02006609,2729,2022
E02006610,2784,1869
E02006611,4165,3526
E02006612,4656,2760
E02006613,3028,1863
E02006614,4149,3040
E02006615,2608,2069
E02006616,3264,2698
E02006617,3877,2447
E02006618,2377,2189
E02006619,3192,2255
E02006620,4024,3307
E02006621,3330,3049
E02006622,3466,2697
E02006623,3340,2325
E02006624,2862,2524
E02006625,3295,2532
E02006626,3001,1762
E02006627,3758,2880
E02006628,3969,2366
E02006629,3391,2115
E02006630,4164,2136
E02006631,4945,2111
E02006632,3783,2902
E02006633,3740,3222
