areacd,total,value
E02003965,4705,3448
E02003966,2945,2384
E02003967,3580,2545
E02003968,3755,2795
E02003969,2898,1454
E02003970,3454,2515
E02003971,3513,2665
E02003972,4141,2938
E02003973,4132,2036
E02003974,3461,2133
E02003975,2749,2280
E02003976,3012,2024
E02003977,2680,2312
E02003987,2629,1890
E02003989,3335,2706
E02003990,4217,3483
E02003991,3197,2824
E02003992,4201,2190
E02003993,3720,3058
E02003994,3519,2066
E02003995,4475,2636
E02003996,4756,2801
E02003997,4280,2234
E02003998,3007,1808
E02003999,4058,3346
E02004000,2309,1545
E02004001,2735,1587
E02004002,4325,3537
E02004003,5278,3636
E02004004,3983,2395
E02004005,3605,2491
E02004006,3926,3273
E02004007,4375,3207
E02004009,2493,1824
E02004012,2491,1702
E02004015,2924,1629
E02004016,3738,2486
E02004021,2404,1661
E02004022,2493,1880
E02004026,3745,2473
E02004027,3744,2968
E02004028,3438,2979
