areacd,total,value
E01004766,795,490
E01004767,768,506
E01004768,605,569
E01004769,685,618
E01004770,616,562
E01004771,636,578
E01004772,731,324
E01004773,852,564
E01004774,706,452
E01004784,508,486
E01004785,641,514
E01004786,648,540
E01004787,778,208
E01004788,609,577
E01004789,591,551
E01004790,644,513
E01004791,607,513
E01004792,642,604
E01004793,658,221
E01004794,678,238
E01004795,700,373
E01004796,643,535
E01004797,507,231
E01004798,689,417
E01004799,598,541
E01004800,529,478
E01004801,690,168
E01004802,750,213
E01004803,709,577
E01004804,602,548
E01004805,676,600
E01004806,650,576
E01004807,543,480
E01004808,687,619
E01004809,893,561
E01004810,626,562
E01004811,633,247
E01004812,624,294
E01004813,530,279
E01004814,582,335
E01004815,589,369
E01004816,513,345
E01004817,754,290
E01004818,713,234
E01004819,596,433
E01004820,645,221
E01004822,625,222
E01004823,838,157
E01004824,496,333
E01004825,631,229
E01004826,634,279
E01004827,684,264
E01004828,652,324
E01004829,498,250
E01004830,741,376
E01004832,650,476
E01004833,636,533
E01004834,579,410
E01004846,512,244
E01004847,638,266
E01004848,714,132
E01004849,548,298
E01004850,762,227
E01004851,674,200
E01004852,484,283
E01004853,517,207
E01004854,460,273
E01004855,613,409
E01004856,637,289
E01004857,636,306
E01004858,755,372
E01004859,704,238
E01004860,691,460
E01004861,623,216
E01004862,610,180
E01004863,646,259
E01004864,697,528
E01004865,653,354
E01004866,780,236
E01004867,632,455
E01004868,692,382
E01004869,848,339
E01004870,794,375
E01004871,545,312
E01004872,619,375
E01004873,626,350
E01004874,683,416
E01004875,653,519
E01004876,792,369
E01004877,689,156
E01004878,541,397
E01004879,520,213
E01004880,508,449
E01004902,802,475
E01004903,575,500
E01004904,696,502
E01004905,679,440
E01004906,810,391
E01004910,970,599
E01004911,745,405
E01004912,642,561
E01004913,768,521
E01004914,519,467
E01004915,536,500
E01004916,666,417
E01004917,869,583
E01004918,520,471
E01004921,737,569
E01004922,775,392
E01004923,663,467
E01004924,604,560
E01004925,646,550
E01004926,510,186
E01004927,1008,284
E01004928,684,384
E01004929,867,435
E01004930,646,547
E01004931,767,371
E01004932,717,467
E01004941,726,433
E01004942,639,212
E01004943,650,414
E01004944,630,545
E01004945,658,577
E01004946,798,254
E01004947,653,416
E01004948,836,456
E01004949,596,568
E01004950,612,546
E01004951,653,624
E01004952,619,590
E01004953,628,532
E01004954,658,462
E01004955,550,372
E01004956,696,408
E01004957,813,266
E01004958,661,325
E01004959,728,402
E01004960,632,107
E01004961,647,395
E01004962,708,548
E01004963,673,536
E01004964,832,520
E01004965,486,440
E01004966,719,399
E01004967,472,451
E01004968,627,575
E01004969,705,516
E01004970,605,539
E01004971,598,549
E01004976,638,372
E01004977,767,507
E01004978,654,497
E01004979,630,258
E01004980,596,336
E01004981,632,483
E01004982,635,575
E01004983,545,377
E01004984,573,489
