areacd,total,value
E01022182,689,498
E01022184,674,469
E01022185,627,452
E01031183,809,532
E01031184,650,503
E01031185,628,308
E01031186,665,390
E01031187,813,658
E01031188,912,760
E01031189,621,407
E01031190,669,449
E01031191,707,596
E01031192,859,662
E01031208,881,754
E01031213,757,582
E01031242,653,403
E01031248,913,719
E01032228,566,453
E01032230,596,491
E01032231,763,586
E01032340,585,390
E01032341,522,469
E01032342,601,403
E01032343,1139,520
E01032344,606,515
E01032345,585,477
E01032349,631,467
E01032350,465,318
E01032352,653,496
E01032356,459,426
E01032375,509,391
E01032376,631,523
E01032377,889,306
E01032378,748,393
E01032379,729,600
E01032380,683,581
E01032381,798,429
E01032382,532,405
E01032383,594,470
E01032384,546,336
E01032385,622,497
E01032388,555,463
E01032389,535,322
E01032390,538,412
E01032391,444,303
E01032392,653,564
E01032393,639,533
E01032394,487,409
E01032395,502,389
E01032396,623,504
E01032397,748,466
E01032398,664,435
E01032405,600,464
E01032406,781,310
E01032407,618,429
E01032408,613,543
E01032409,673,391
E01032410,570,484
E01032411,649,490
E01032414,647,476
E01032415,505,430
E01032416,433,382
E01032417,617,467
