areacd,total,value
E01008618,512,486
E01008619,712,656
E01008624,590,317
E01008625,718,191
E01008633,603,305
E01008634,622,167
E01008637,629,356
E01008684,589,300
E01008685,806,551
E01008686,726,502
E01008687,844,583
E01008700,516,288
E01008702,566,101
E01008703,1089,113
E01008705,485,231
E01008706,668,376
E01008707,547,340
E01008708,695,400
E01008709,687,227
E01008711,687,427
E01008712,774,307
E01008713,630,572
E01008722,644,568
E01008723,572,526
E01008724,483,458
E01008725,619,555
E01008726,670,598
E01008727,769,651
E01008728,583,527
E01008735,1032,346
E01008736,609,238
E01008737,627,307
E01008738,605,331
E01008739,606,339
E01008740,609,525
E01008741,619,477
E01008763,607,309
E01008764,652,432
E01008765,603,503
E01008766,911,508
E01008767,632,445
E01008768,585,429
E01008769,775,448
E01008779,689,427
E01008780,848,440
E01008781,633,558
E01008782,607,560
E01008783,622,550
E01008784,648,588
E01008785,624,583
E01008786,648,517
E01008787,710,492
E01008788,758,577
E01008789,642,457
E01008790,657,467
E01008791,1011,215
E01008792,505,452
E01008803,650,377
E01008804,663,366
E01008805,660,388
E01008830,573,326
E01008831,1131,262
E01008832,632,450
E01008833,637,496
E01008834,967,293
E01008835,611,451
E01008836,704,109
E01011949,785,457
E01011950,771,362
E01011951,694,342
E01011952,690,266
E01011953,803,242
E01011954,948,565
E01011955,601,257
E01011957,570,338
E01011959,830,671
E01011960,616,581
E01011961,629,374
E01011962,613,319
E01011963,660,596
E01011964,535,354
E01011965,635,599
E01011966,641,460
E01011967,548,450
E01011968,952,699
E01011969,601,553
E01011970,458,425
E01011971,526,488
E01011973,661,189
E01011974,933,203
E01011975,681,433
E01011976,490,223
E01011977,748,305
E01011978,774,207
E01011979,635,278
E01011980,812,372
E01011981,709,299
E01011982,543,518
E01011983,629,573
E01011984,581,511
E01011985,503,402
E01011986,531,429
E01011987,642,472
E01011988,862,486
E01011989,835,347
E01011990,724,537
E01011991,810,486
E01011992,712,278
E01011993,854,306
E01011994,684,176
E01011995,581,534
E01011996,664,512
E01011997,816,713
E01011998,637,481
E01011999,959,352
E01012000,796,129
E01012001,913,342
E01012002,607,472
E01012003,668,612
E01012005,717,666
E01012007,665,581
E01012008,535,472
E01012009,760,612
E01012010,538,496
E01012011,770,254
E01012012,633,532
E01012013,547,353
E01012014,617,292
E01012015,710,304
E01012016,793,299
E01012017,727,490
E01012018,676,294
E01012019,583,61
E01012020,623,304
E01012021,544,191
E01012022,631,533
E01012023,691,638
E01012024,643,565
E01012025,517,481
E01012026,618,490
