areacd,total,value
E02003122,2843,2367
E02003123,3508,2034
E02003124,3333,1885
E02003125,2648,1497
E02003126,2909,1897
E02003127,3060,1760
E02003128,3823,1912
E02003129,2760,1777
E02003130,4392,2635
E02003131,3193,2036
E02003132,3398,2397
E02003133,3012,2304
E02003134,2735,1351
E02003135,3008,1412
E02003136,3286,2787
E02003137,3125,2590
E02003138,3138,2307
E02003139,2544,2025
E02003140,3126,2725
E02003141,3690,2050
E02003142,3877,2225
E02003143,3295,2311
E02003144,3257,1116
E02003145,3049,1712
E02003146,3522,1732
E02003147,3579,765
E02003148,4376,938
E02003149,4158,1542
E02003150,6100,1620
E02003151,3213,2734
E02003152,3971,3180
E02003153,3379,2534
E02003154,3038,1958
E02003155,2568,1672
E02003156,3944,2698
E02003157,2819,1483
E02003158,2529,1724
E02003159,2449,1597
E02003161,3553,1275
E02003163,4109,2597
E02003164,3821,3137
E02003165,3038,2446
E02003166,4349,2749
E02003167,4448,2189
E02003168,3081,2332
E02003169,3027,2624
E02003170,4500,3199
E02003171,3236,2377
E02003892,2769,2159
E02003893,2819,2205
E02003894,3479,2436
E02003895,3379,2290
E02003896,2608,1444
E02003897,2228,1839
E02003898,2879,2133
E02003899,2372,1588
E02003900,3090,2280
E02003901,3369,2258
E02003902,2383,1506
E02003903,2872,2078
E02003904,2509,1864
E02003905,2556,1911
E02003906,2362,1741
E02003907,3404,2498
E02003908,3387,2191
E02003909,3914,2595
E02003910,3002,1697
E02003911,3594,2781
E02003912,3496,2472
E02003913,2564,1994
E02003914,3146,1825
E02003915,3308,1582
E02003916,3034,1738
E02003917,3167,2536
E02003918,2969,2253
E02003919,2998,1605
E02003920,3093,2222
E02003921,2517,1939
E02003922,3262,2280
E02003923,3090,2064
E02003924,3123,1979
E02003925,2892,1966
E02003926,3117,2492
E02003927,3674,2845
E02003928,4916,3219
E02003929,2957,2227
E02003930,3600,2601
E02003933,3078,2329
E02003934,2734,1969
E02003935,3926,2280
E02003936,3414,2670
E02003937,2396,1643
E02003938,2810,1870
E02003939,2955,2009
E02003940,2553,1956
E02003941,3098,1991
E02003942,3148,1780
E02003943,3445,2207
E02003944,4031,2740
E02003945,2656,2120
E02003946,3714,2639
E02003947,2753,1968
E02003948,3685,2158
E02003949,3472,1709
E02003951,2920,2057
E02003952,2853,1897
E02003953,4232,2993
E02003954,3091,1732
E02003955,4032,2692
E02003956,2884,1918
E02003957,4192,3002
E02003958,3180,2301
E02003959,2841,1897
E02003960,2577,1949
E02003961,3866,3001
E02003962,2587,1882
E02003963,4195,2439
E02003964,3407,2589
E02004137,2375,1862
E02004138,3564,2744
E02004139,3032,2245
E02004140,2606,2108
E02004141,2472,1843
E02004142,2224,1720
E02004143,2679,2247
E02004144,2973,2457
E02004145,2896,2253
E02004146,3043,2037
E02004147,3328,1862
E02004148,3350,2342
E02004152,2986,1090
E02004153,3219,1936
E02004154,3183,1801
E02004155,3305,1949
E02004156,4766,1335
E02004157,2993,1801
E02004158,3317,2188
E02004159,3939,2983
E02004160,3030,2356
E02004161,3313,1691
E02004162,3247,2068
E02004163,3144,2250
E02004189,2417,1791
E02004190,3285,2381
E02004191,3848,2239
E02004192,3230,2616
E02004193,4741,3731
E02004194,2655,1879
E02004195,2635,1563
E02004196,3111,2252
E02004197,2874,2270
E02004198,2980,1835
E02004199,2550,1994
E02004200,2532,1889
E02004201,2231,1804
E02004202,3332,2459
E02004203,2425,1875
E02004204,4038,3046
E02004205,2759,2151
E02004206,3216,2015
E02004207,2534,2019
E02004208,3423,2896
E02004209,3553,2677
E02004210,3268,1761
E02004211,2946,2467
E02004212,2494,1851
E02004213,2049,1660
E02004214,2821,1498
E02004215,2390,1560
E02004216,2383,1874
E02004217,3382,2168
E02004218,2462,2006
E02004219,2297,1891
E02004231,2710,1906
E02004232,2639,2005
E02004233,5467,3847
E02004234,2630,2133
E02004235,2765,2103
E02004273,3338,2417
E02006840,4501,3367
