areacd,total,value
E01017701,810,662
E01017702,608,422
E01017739,493,429
E01017740,532,369
E01017741,665,450
E01017742,701,526
E01017743,638,303
E01017744,569,421
E01017745,813,537
E01017746,593,471
E01017747,533,379
E01017748,727,344
E01017749,659,603
E01017750,883,727
E01017752,887,773
E01017758,426,378
E01017759,776,516
E01017760,658,579
E01017761,862,744
E01017762,527,476
E01017763,750,596
E01017764,609,562
E01017765,619,574
E01017766,904,788
E01017769,627,534
E01017770,642,362
E01017771,623,577
E01017773,609,534
E01017774,505,471
E01017775,677,387
E01017776,661,377
E01017777,644,591
E01017778,516,407
E01017779,425,373
E01017780,490,418
E01017781,455,263
E01017782,544,511
E01017783,601,470
E01017784,645,540
E01017789,508,336
E01017790,495,223
E01017791,621,395
E01017792,923,505
E01017793,610,411
E01017794,889,753
E01017795,829,552
E01017882,635,545
E01017937,567,510
E01017942,587,506
E01023345,651,423
E01023346,534,304
E01023347,514,357
E01023348,688,213
E01023349,780,359
E01023350,661,322
E01023351,663,465
E01023352,1015,790
E01023354,691,544
E01023355,620,500
E01023356,457,349
E01023357,675,320
E01023358,521,243
E01023359,670,364
E01023360,543,390
E01023361,924,513
E01023362,790,679
E01023363,629,554
E01023364,509,462
E01023365,566,349
E01023366,645,344
E01023367,405,384
E01023368,677,529
E01023369,622,271
E01023370,726,474
E01023371,514,424
E01023372,539,495
E01023373,505,370
E01023374,612,476
E01023375,641,507
E01023376,534,344
E01023377,499,457
E01023378,590,531
E01023379,675,525
E01023380,481,411
E01023381,516,468
E01023382,678,424
E01023383,597,408
E01023384,780,410
E01023385,687,472
E01023386,608,291
E01023387,502,258
E01023388,652,433
E01023389,659,523
E01023390,874,514
E01023391,693,486
E01023392,633,342
E01023393,884,339
E01023394,506,343
E01023395,628,337
E01023396,594,407
E01023397,518,181
E01023398,1077,570
E01023399,848,454
E01023400,878,437
E01023401,720,245
E01023402,654,351
E01023403,670,308
E01023404,529,125
E01023405,621,208
E01023406,872,563
E01023407,640,497
E01023408,623,530
E01023409,633,418
E01023410,540,479
E01023411,594,383
E01023412,498,467
E01023413,536,324
E01023414,595,341
E01023415,537,419
E01023416,652,543
E01023417,665,447
E01023418,628,307
E01023419,830,609
E01023420,611,496
E01023421,642,494
E01023422,484,443
E01023423,549,472
E01023424,564,436
E01023425,522,445
E01023426,715,449
E01023427,649,361
E01023428,625,476
E01023429,800,334
E01023430,490,388
E01023431,502,337
E01023432,579,454
E01023434,663,425
E01023435,690,428
E01023436,483,413
E01023437,680,217
E01023552,599,439
E01023553,584,444
E01023554,695,417
E01023555,713,388
E01023557,606,500
E01023558,752,608
E01023559,586,478
E01023560,604,246
E01023561,641,422
E01023562,557,471
E01023563,634,492
E01023690,608,533
E01023691,502,472
E01023692,502,313
E01023694,509,476
E01023696,633,597
E01023699,597,524
E01023700,472,452
E01023701,845,496
E01023717,487,383
E01023722,582,424
E01023723,677,379
E01023724,703,568
E01023725,572,508
E01023730,672,633
E01023731,610,486
E01023732,666,558
E01023733,645,610
E01023742,557,524
E01023744,614,575
E01023802,739,602
E01023803,610,543
E01023804,627,358
E01023805,638,386
E01023807,611,441
E01023808,1151,787
E01023809,761,599
E01023810,731,684
E01023811,624,546
E01023812,486,464
E01023813,489,457
E01023814,500,442
E01023815,590,466
E01023816,496,392
E01023817,592,430
E01023818,506,473
E01023819,678,508
E01023820,537,458
E01023821,493,436
E01023822,528,473
E01023823,586,398
E01023824,738,684
E01023825,898,761
E01023826,547,443
E01023827,860,508
E01023828,612,284
E01023829,620,329
E01023830,748,473
E01023831,749,577
E01023832,683,458
E01023833,912,739
E01023834,573,467
E01023835,534,398
E01023836,629,320
E01023837,649,471
E01023838,502,243
E01023839,764,703
E01023840,560,358
E01023841,541,429
E01023842,618,266
E01023843,829,497
E01023844,777,188
E01023845,695,479
E01023846,569,500
E01023847,783,577
E01023848,624,393
E01023849,600,513
E01023850,775,417
E01023851,762,431
E01023852,591,442
E01023853,744,696
E01023854,788,644
E01023855,808,497
E01023856,994,655
E01023857,578,283
E01023858,781,508
E01023859,989,451
E01023860,889,283
E01023861,1117,460
E01023862,953,525
E01023863,686,402
E01023864,649,264
E01023865,626,198
E01023866,618,188
E01023867,881,407
E01023868,678,368
E01023869,481,302
E01023870,475,207
E01023871,507,359
E01023872,633,482
E01023873,539,265
E01023874,493,351
E01023875,813,646
E01023876,723,210
E01023877,661,364
E01023878,764,661
E01023879,969,605
E01023880,855,443
E01023881,585,491
E01023882,649,557
E01023883,661,324
E01023884,789,536
E01023885,678,539
E01023886,1108,680
E01023887,621,572
E01023888,580,424
E01023889,629,593
E01023890,511,387
E01023891,513,218
E01023892,506,364
E01023893,728,585
E01023894,534,459
E01023895,753,461
E01023896,472,391
E01023897,673,497
E01023898,558,516
E01023899,532,266
E01023900,557,358
E01023901,720,469
E01023902,613,348
E01023903,549,326
E01023904,777,483
E01023905,842,525
E01023906,630,297
E01023907,753,558
E01032609,518,364
E01033022,663,326
E01033023,736,387
