areacd,total,value
E00082187,138,111
E00082369,127,89
E00082375,183,132
E00082377,46,19
E00083858,143,96
E00083860,156,133
E00083863,217,144
E00083864,102,59
E00083869,110,92
E00083871,43,33
E00083872,112,58
E00083873,114,11
E00084001,56,43
E00084002,122,111
E00084008,134,124
E00084189,123,103
E00084192,157,126
E00084193,119,110
E00084195,128,81
E00084196,139,116
E00084197,128,59
E00084199,105,67
E00084230,142,74
E00084232,105,84
E00084233,128,99
E00084234,118,98
E00084235,114,79
E00084236,100,82
E00084237,104,78
E00084238,123,103
E00114351,131,118
E00114352,136,126
E00114353,202,148
E00114358,98,59
E00114361,239,168
E00114362,44,34
E00114363,165,138
E00114364,120,115
E00114365,153,78
E00114370,115,47
E00114371,110,90
E00114373,127,95
E00114375,129,111
E00114376,147,136
E00114388,138,126
E00114390,105,60
E00114391,134,99
E00116150,57,39
E00116153,144,125
E00116156,128,63
E00116157,112,90
E00116158,113,98
E00116246,135,96
E00116247,123,101
E00116248,123,64
E00116249,118,89
E00116250,134,75
E00116251,126,99
E00116252,127,53
E00116253,136,49
E00116254,131,107
E00116255,71,60
E00116256,124,118
E00116257,126,106
E00116258,131,126
E00116259,125,114
E00116260,145,45
E00116261,136,106
E00116262,128,117
E00116285,98,84
E00116286,104,86
E00167036,108,58
E00167037,92,69
E00167038,59,25
E00167043,127,84
E00167048,126,51
E00167049,123,83
E00167886,131,106
E00167893,121,73
E00167894,126,82
E00167895,77,76
E00167896,96,73
E00167897,121,85
E00167899,109,89
E00167902,127,107
E00172654,162,121
