areacd,total,value
E02001682,3431,2405
E02001683,4002,3072
E02001684,3311,1402
E02001685,3612,1811
E02001686,3168,2392
E02001688,3799,1381
E02001689,3351,1255
E02001690,3325,2136
E02001691,3876,1737
E02001692,2765,1021
E02001693,2633,1131
E02001694,2814,2017
E02001695,2702,2041
E02001696,4065,2082
E02001697,3386,2589
E02001698,3202,2839
E02001699,3124,1828
E02001700,4585,3422
E02001701,2763,2323
E02001702,3522,1361
E02001703,2435,1818
E02001704,3380,1755
E02001705,3200,2048
E02001706,2924,1579
E02001707,3599,2251
E02001708,4122,2980
E02001709,4218,3215
E02001710,4381,2138
E02001711,4129,2076
E02001712,4214,2882
E02001713,4389,3270
E02001714,3901,3168
E02001715,4712,2248
E02001718,2427,1204
E02001719,3759,2707
E02001720,3343,1251
E02001721,4647,2810
E02001722,4195,2455
E02001723,2575,1413
E02001724,3575,1236
E02001725,4536,1168
E02001726,4687,2710
E02001727,3877,2378
E02001728,4248,2705
E02001729,4145,1227
E02001730,4835,1060
E02001731,5587,873
E02001732,2193,1058
E02001733,5675,1784
E02001734,3233,1391
E02001735,2884,696
E02001736,4959,1322
E02001737,2968,644
E02001738,2471,2306
E02001739,3355,2034
E02001740,2294,2035
E02001741,3283,2604
E02001742,2604,2183
E02001743,3195,2262
E02001744,2877,2012
E02001745,2786,1854
E02001746,3598,2528
E02001747,2880,2441
E02001748,3253,2039
E02001749,2772,1933
E02001750,2841,2330
E02001751,2716,1825
E02001752,2789,1521
E02001753,3230,1986
E02001754,2849,2147
E02001755,3500,2596
E02001756,4391,2072
E02001757,2753,1998
E02001758,2450,1719
E02001759,3261,1941
E02001760,3471,1358
E02001761,2448,1628
E02001762,2471,1997
E02001763,2882,1385
E02001764,3883,1346
E02001765,3312,1404
E02001766,3295,1717
E02001767,3385,1935
E02001768,3812,2256
E02001769,3973,1322
E02001770,3035,2102
E02001771,2806,1566
E02001772,2467,1608
E02001773,2381,2038
E02001774,2559,1214
E02001775,2450,1202
E02001776,3729,1938
E02001777,2897,1848
E02001778,2939,1447
E02001779,2519,1119
E02001780,2318,1231
E02001781,2567,1110
E02001782,3835,2106
E02001783,2980,1310
E02001784,2970,1512
E02001785,3555,2253
E02001786,3178,1739
E02001787,2457,1495
E02001788,2636,1622
E02001789,2471,2303
E02001790,2633,1992
E02001791,2427,2196
E02001792,3048,2711
E02001793,3822,1508
E02001794,3732,1717
E02001795,3577,1711
E02001796,4426,2725
E02001797,2486,1999
E02001798,3445,1896
E02001799,4424,2033
E02001800,3014,1798
E02001801,2515,1451
E02001802,2638,1068
E02001803,4188,1187
E02001804,2706,1624
E02001805,2501,1952
E02001806,4143,1432
E02001807,3027,1791
E02001808,2468,1797
E02001809,2881,1954
E02001810,3699,2401
E02001811,4087,2095
E02001812,4354,3815
E02001813,4318,1693
E02001814,2762,1683
E02001815,4244,3154
E02001816,3357,1575
E02001817,2714,1517
E02001818,3530,2126
E02001819,3054,2500
E02001820,3618,2313
E02001821,2453,1790
E02001822,3165,2370
E02001823,3064,1915
E02001824,3722,2457
E02001825,3232,2084
E02001826,2917,1528
E02002483,3847,2890
E02002484,4553,1754
E02002485,3474,1689
E02002487,2765,1048
E02002488,2512,2104
E02002489,3532,1627
E02002490,2857,1605
E02002491,2887,1639
E02002492,2924,1772
E02002493,2698,2240
E02002494,3399,1483
E02002496,4349,1183
E02002497,2815,1100
E02002498,3820,1223
E02002499,3005,1343
E02002500,2339,1509
E02002501,2228,1123
E02002502,4180,1656
E02002503,2567,1431
E02002504,3719,2733
E02002505,2531,1133
E02002506,2426,850
E02002507,2498,2161
E02002508,2118,1878
E02002509,2343,1564
E02002510,2482,2217
E02002512,2205,1929
E02002513,3824,1975
E02002514,3827,2238
E02002515,3270,1817
E02002516,2432,1544
E02002517,2386,1449
E02002518,4510,3828
E02002519,3153,1607
E02002520,5772,4664
E02002521,2865,1864
E02002523,2716,791
E02002524,2291,1670
E02002525,3772,2475
E02002526,3189,2111
E02002527,2254,1285
E02002529,2620,1727
E02002530,2881,1832
E02002532,2933,1582
E02002533,2437,2099
E02002534,2469,2249
E02002535,4062,3539
E02002536,4239,2872
E02002537,3673,2050
E02002538,2429,1520
E02002539,3517,3124
E02002540,2808,2449
E02002541,2870,2058
E02002542,3358,1906
E02002543,3356,1576
E02002544,3391,1772
E02002545,2294,2021
E02002546,3103,1644
