areacd,total,value
E02001327,2883,1270
E02001328,4090,3300
E02001329,3422,1492
E02001330,3651,2219
E02001331,4260,2402
E02001332,3060,1188
E02001334,2468,792
E02001336,2963,1099
E02001337,2403,1564
E02001338,2466,1493
E02001340,3641,3209
E02001341,3033,1715
E02001342,2874,2604
E02001343,2878,2558
E02001344,2231,1419
E02001345,2302,2023
E02001346,3085,1688
E02001347,3204,1875
E02001348,3148,2156
E02001349,3422,2382
E02001350,3417,1499
E02001351,3515,1494
E02001352,3046,1259
E02001353,2959,2368
E02001354,3312,1616
E02001355,3108,1583
E02001356,2364,749
E02001357,2858,1191
E02001358,3450,1546
E02001359,2328,1690
E02001360,4130,1276
E02001361,3388,1744
E02001362,3161,2071
E02001363,3481,1404
E02001364,2532,772
E02001365,4059,1870
E02001366,4081,2162
E02001367,3939,3008
E02001368,2918,634
E02001369,3877,1003
E02001370,3153,609
E02001371,3076,1500
E02001372,2728,1550
E02001373,4089,2252
E02001374,4105,1205
E02001375,3202,1930
E02001376,3789,1165
E02001377,4063,772
E02001378,3557,1862
E02001380,3117,2556
E02001381,4312,1675
E02001382,2782,2437
E02001383,4260,329
E02001384,3941,1295
E02001385,3631,489
E02001386,3572,1437
E02001387,3162,2645
E02001388,4170,1784
E02001389,3740,567
E02001390,4094,839
E02001391,2481,1193
E02001392,2556,2156
E02001393,2845,2574
E02001394,4290,1787
E02001395,2612,2103
E02001396,3918,1744
E02001397,3848,2234
E02001398,3595,1834
E02001399,2866,2450
E02001400,2839,1779
E02001401,3395,2548
E02001402,3762,2707
E02001403,2841,1262
E02001404,3155,1375
E02001405,4154,1371
E02001429,3059,2643
E02001430,3011,2585
E02001431,3639,2467
E02001432,4486,1803
E02001433,3140,2262
E02001434,2868,2165
E02001435,3411,2094
E02001436,3558,2711
E02001437,4309,3306
E02001438,3065,2554
E02001439,2733,1887
E02001440,2600,2436
E02001441,2688,2531
E02001442,2609,2167
E02001443,2279,2105
E02001444,2397,2109
E02001445,2942,2638
E02001446,2855,2589
E02001447,2555,2115
E02001448,2789,2512
E02001449,3865,3031
E02001450,3523,2989
E02001451,2623,1509
E02001452,2871,1258
E02001453,3498,3014
E02001454,2912,2518
E02001455,2913,2496
E02001456,3254,2411
E02001457,2980,1431
E02001458,3211,2288
E02001459,2928,1862
E02001460,3696,1612
E02001461,2646,2021
E02001462,3406,1219
E02001463,2727,1480
E02001464,3102,1364
E02001465,3205,881
E02001466,3577,2074
E02001467,3732,2187
E02001468,3346,2130
E02001469,3465,2671
E02001470,3456,2943
E02001471,3301,1765
E02001472,2969,2069
E02001473,3352,2407
E02001474,3248,1217
E02001475,2777,1255
E02001476,3419,1550
E02001477,3296,873
E02001478,3507,2455
E02001479,2512,2242
E02001480,3326,2604
E02001481,3450,2580
E02001482,4206,860
E02001483,3202,2756
E02001484,3368,2604
E02001485,2610,1346
E02001486,4169,2475
E02001487,4321,1784
E02001488,3843,2391
E02001489,3587,3242
E02001490,3451,3018
E02001491,3101,1464
E02001492,3539,2559
E02001493,3727,1223
E02001494,2990,2724
E02001495,3370,2251
E02001496,2470,2004
E02001497,3663,1782
E02001498,3108,2502
E02001499,2941,2588
E02001500,3234,2808
E02001501,3259,2688
E02001502,3665,2535
E02001503,3434,2629
E02001504,3066,2696
E02001505,2747,1986
E02001506,3821,3608
E02001507,3009,2776
E02001508,3526,2596
E02002633,3595,2950
E02002634,4040,2681
E02002635,3683,2815
E02002636,3738,2600
E02002637,2673,2147
E02002638,2907,1025
E02002639,2745,907
E02002640,3493,1251
E02002641,3570,2541
E02002642,3382,1041
E02002643,3358,1847
E02002644,3512,2725
E02002645,2581,758
E02002646,3352,2013
E02002647,3655,2264
E02002648,3267,2140
E02002649,3675,2405
E02002650,3610,2825
E02002651,3531,2715
E02003794,3531,2941
E02003795,2211,1724
E02003796,3254,2235
E02003797,3990,3093
E02003798,2488,1244
E02003799,3103,1613
E02003801,2888,2349
E02003802,4274,1561
E02003803,3869,1501
E02003804,3217,2070
E02003805,2535,2161
E02003806,2547,2195
E02003807,3832,2930
E02003808,2776,1620
E02003841,3462,2369
E02003842,2367,2040
E02003843,2612,1821
E02003844,2948,2459
E02003845,3846,1661
E02003846,2928,1422
E02003847,3844,3536
E02003848,2135,1336
E02003849,3003,1346
E02003850,2265,1828
E02003851,2375,2174
E02003852,2792,2587
E02003978,2618,2131
E02003979,3350,3127
E02003980,3189,1673
E02003981,2990,2462
E02003982,3224,2739
E02003983,3426,2190
E02003984,3422,1702
E02003985,3088,2448
E02003986,3237,2154
E02005203,2968,2326
E02005204,4533,3321
E02005205,2564,2048
E02005206,3265,2349
E02005207,3782,3026
E02005208,5105,3038
E02005209,3565,2816
E02005210,4923,3731
E02005211,4180,2967
E02005224,2570,2078
E02005226,3576,1657
E02005228,2422,1895
E02005229,2636,1125
E02005230,3059,2014
E02005236,5512,4288
E02005304,3493,2986
E02005305,3157,2613
E02005306,2971,2447
E02005307,3729,2848
E02005309,3459,2874
E02005310,3036,1749
E02005311,2254,1896
E02005315,3259,2878
E02005319,3952,2271
E02005320,2369,1873
E02005321,2662,1734
E02005322,4418,3682
E02005323,2873,1893
E02005326,3961,2893
E02005327,2352,1976
E02005328,3391,2952
E02005329,3910,2924
E02005330,3840,3438
E02005331,3578,2690
E02005332,3615,3259
E02006017,3098,2182
E02006023,3829,2754
E02006024,4098,2723
E02006025,4205,2616
E02006026,2785,2126
E02006027,2188,1761
E02006028,3661,2658
E02006039,3239,2415
E02006041,2472,1673
E02006871,5158,4011
E02006932,3201,326
E02006933,3135,742
E02006934,2782,512
W02000001,3793,2572
W02000002,2916,2298
W02000003,4673,2444
W02000004,3241,2532
W02000005,3997,2974
W02000006,2847,1832
W02000007,3003,1912
W02000008,2789,2009
W02000009,3335,2398
W02000010,2785,928
W02000011,3011,1649
W02000012,3546,2424
W02000013,2720,2024
W02000014,2949,2052
W02000015,3508,1995
W02000016,2767,1990
W02000017,3335,2353
W02000018,2997,2057
W02000019,3218,2271
W02000020,2958,2117
W02000021,3654,2271
W02000022,2881,2140
W02000023,2698,1806
W02000024,2556,1675
W02000025,3160,1957
W02000026,3730,2615
W02000027,4228,2102
W02000028,3043,2075
W02000029,2806,2421
W02000030,3002,1996
W02000031,3606,2712
W02000032,3539,2851
W02000033,3002,1601
W02000034,3258,2271
W02000035,3763,2573
W02000036,4986,3661
W02000037,3023,2153
W02000038,2755,1970
W02000039,3502,2482
W02000040,2807,1954
W02000041,3857,2679
W02000042,2622,2004
W02000043,2217,1496
W02000044,2391,2000
W02000045,4084,1923
W02000047,2058,1006
W02000049,2709,1947
W02000050,2789,2024
W02000051,2263,1595
W02000052,2305,1171
W02000053,2631,2086
W02000054,2460,1886
W02000055,2406,1638
W02000056,2172,1592
