areacd,total,value
E02002985,2176,1505
E02002986,2307,1454
E02002987,2324,2002
E02002988,2412,1663
E02002989,2306,1630
E02002990,2828,1609
E02002991,5472,2195
E02002992,2483,1587
E02002993,2666,1074
E02002994,4279,3376
E02002995,2273,925
E02002996,3500,2262
E02002997,2216,1257
E02002998,2277,1183
E02002999,2327,1505
E02003000,3830,3094
E02003001,2240,1717
E02003002,2336,1409
E02003003,2364,1534
E02003004,2392,1903
E02003005,2479,1997
E02003006,3473,2581
E02003007,3371,2698
E02003008,2300,1515
E02003009,2455,1967
E02003010,2299,1798
E02003011,2130,1628
E02003012,4806,2537
E02003013,4850,2419
E02003014,3331,1302
E02003015,2436,1421
E02003016,3059,1217
E02003017,2736,1920
E02003018,2393,1482
E02003019,3995,2475
E02003020,2504,2131
E02003021,2670,1663
E02003022,2389,2200
E02003023,2630,1669
E02003024,3599,2085
E02003025,2726,1461
E02003026,3241,2678
E02003027,4578,3104
E02003028,3430,2258
E02003029,2448,1394
E02003030,3088,1802
E02003031,4083,2182
E02003032,3083,1895
E02003033,3613,1453
E02003034,5569,1812
E02003036,3913,1141
E02003037,4038,1633
E02003038,2795,1790
E02003039,3518,2016
E02003040,4392,2182
E02003041,2979,1313
E02003043,4647,1154
E02003044,2513,1906
E02003045,2988,1233
E02003046,4107,2583
E02003047,4474,2440
E02003048,3212,1586
E02003049,3122,2123
E02003050,4322,1783
E02003051,2831,1517
E02003052,2835,2026
E02003053,3342,2451
E02003054,2698,1897
E02003055,3118,1521
E02003056,2841,1302
E02003057,2434,1790
E02003058,3836,2460
E02003059,2374,1587
E02003060,4591,3223
E02003061,2481,1164
E02003062,2435,1092
E02003063,2947,2609
E02003064,2834,921
E02003065,3960,2714
E02003066,2613,2354
E02003067,3174,2506
E02003068,2671,2075
E02003070,4942,4050
E02003072,4127,3281
E02003073,2651,2341
E02003075,2288,1954
E02003077,2491,2012
E02003090,2802,2279
E02003091,2756,2092
E02003092,2801,2236
E02003093,2726,2249
E02003094,3319,2631
E02003095,2723,2261
E02003096,2719,1987
E02003097,2681,2119
E02003098,4145,2863
E02003099,2842,2295
E02003100,4514,3177
E02003101,4289,2766
E02003102,2577,2133
E02003103,2793,2248
E02003104,3196,2400
E02003105,2554,2062
E02003106,3596,2390
E02003107,4514,2912
E02003108,3813,3047
E02003109,2445,2230
E02003110,3998,3056
E02003111,2689,2176
E02003112,2635,1615
E02003113,4161,2943
E02003114,3133,2314
E02003115,3994,2697
E02003116,3264,1954
E02003117,3615,2509
E02003118,4250,3269
E02003119,4163,2945
E02003120,3531,2930
E02003121,4300,3801
E02003172,2688,1804
E02003173,3027,2040
E02003174,3486,2828
E02003175,3750,2807
E02003176,2976,1263
E02003177,3188,2606
E02003178,3417,2253
E02003179,2766,1496
E02003180,3617,1794
E02003181,3341,2405
E02003182,2689,2064
E02003183,2765,1847
E02003194,2440,2133
E02003195,2176,1633
E02003196,4197,3880
E02003197,2809,1983
E02003198,2898,2126
E02003199,3986,3033
E02003200,4139,2635
E02003201,4458,2829
E02003214,2745,974
E02003215,3068,2535
E02003216,3911,2801
E02003217,2775,1644
E02003218,2596,1356
E02003219,2536,1959
E02003220,4321,3492
E02003221,2872,1692
E02003222,2525,1862
E02003223,4306,2879
E02003224,3814,3229
E02003225,2552,1910
E02003226,3345,1339
E02003227,2789,833
E02003228,2698,2004
E02003229,2300,1748
E02003230,3548,1709
E02003231,3445,1559
