areacd,total,value
E00045249,118,60
E00045250,131,38
E00045251,104,24
E00045252,140,55
E00045253,128,108
E00045254,111,50
E00045255,142,128
E00045256,134,41
E00045257,139,123
E00045258,142,86
E00045259,124,56
E00045260,129,84
E00045261,138,47
E00045262,146,53
E00045263,114,31
E00045265,130,64
E00045275,125,117
E00045276,136,58
E00045277,127,60
E00045278,133,104
E00045279,103,76
E00045280,109,51
E00045281,131,72
E00045282,131,64
E00045283,144,58
E00045284,142,46
E00045285,128,60
E00045286,134,74
E00045287,110,58
E00045288,127,61
E00045289,109,33
E00045290,112,44
E00045292,136,43
E00045293,208,73
E00045294,116,55
E00045295,126,59
E00045296,135,121
E00045297,129,103
E00045298,146,127
E00045299,138,92
E00045300,127,79
E00045301,121,95
E00045302,111,24
E00045303,154,92
E00045304,117,29
E00045305,124,104
E00045306,126,111
E00045307,125,46
E00045308,135,77
E00045309,117,56
E00045310,124,53
E00045311,128,58
E00045312,126,114
E00045313,123,116
E00045315,138,44
E00045317,120,65
E00045318,121,48
E00045320,137,66
E00045321,128,38
E00045322,133,26
E00045323,114,12
E00045324,157,72
E00045325,122,36
E00045584,121,99
E00045592,165,112
E00045595,159,72
E00045596,161,49
E00045597,178,56
E00045598,217,4
E00045599,160,35
E00045600,139,32
E00045601,152,31
E00045602,182,28
E00045603,206,50
E00045604,136,52
E00045605,165,62
E00045606,141,69
E00045608,119,44
E00045613,118,104
E00045615,107,82
E00045616,121,96
E00045621,117,83
E00045622,119,73
E00045627,114,104
E00045628,112,54
E00045629,110,57
E00045645,124,89
E00045646,130,81
E00045653,127,11
E00045658,184,19
E00045659,144,9
E00045660,99,27
E00045970,110,61
E00045971,164,95
E00045972,122,88
E00045973,119,46
E00045974,142,59
E00045975,113,89
E00045976,130,92
E00045977,146,67
E00045978,154,88
E00045979,128,65
E00045980,134,94
E00045981,120,58
E00045982,120,65
E00045983,113,78
E00045984,134,105
E00045985,145,76
E00045986,160,93
E00045987,114,98
E00045988,118,73
E00045989,127,65
E00045990,180,83
E00045991,146,72
E00045992,159,6
E00045993,159,74
E00045994,137,99
E00045995,135,63
E00045996,124,1
E00045997,113,60
E00045998,128,33
E00045999,125,58
E00046000,145,74
E00046001,135,82
E00046002,125,28
E00046003,131,56
E00046004,126,58
E00046005,132,73
E00046006,145,59
E00046007,146,50
E00046008,129,47
E00046009,118,2
E00046010,138,54
E00046011,115,75
E00046012,120,46
E00046013,149,58
E00046014,153,32
