areacd,total,value
E01016181,540,400
E01016184,868,655
E01016185,607,411
E01016186,731,524
E01016187,667,562
E01016188,661,520
E01016190,609,438
E01016191,651,438
E01016192,612,379
E01016193,528,386
E01016194,511,476
E01016195,473,362
E01016196,557,300
E01016197,511,389
E01016198,517,453
E01016199,470,399
E01016200,562,396
E01016201,565,389
E01016202,635,424
E01016203,591,267
E01016204,482,289
E01016205,546,334
E01016206,747,599
E01016207,512,370
E01016208,836,556
E01016209,553,410
E01016210,483,258
E01016212,493,327
E01016213,428,351
E01016214,509,472
E01016215,480,261
E01016216,561,375
E01016217,578,396
E01016218,634,367
E01016219,545,400
E01016220,578,358
E01016221,580,428
E01016222,503,429
E01016223,648,332
E01016224,756,391
E01016225,888,526
E01016226,625,352
E01016227,482,410
E01016228,574,503
E01016229,491,443
E01016230,459,276
E01016231,764,474
E01016232,611,418
E01016233,1027,463
E01016234,459,402
E01016235,487,446
E01016236,578,387
E01016237,473,408
E01016238,483,346
E01016239,610,385
E01016240,646,353
E01016241,647,321
E01016242,805,306
E01016243,592,430
E01016245,889,749
E01016246,607,522
E01016247,692,540
E01016248,568,355
E01016249,797,234
E01016250,708,439
E01016253,521,453
E01016254,611,496
E01016255,581,385
E01016256,666,537
E01016257,534,420
E01016258,669,628
E01016259,584,525
E01016260,617,561
E01016261,550,516
E01016262,531,501
E01016263,849,580
E01016264,430,257
E01016265,578,455
E01016266,530,407
E01016267,550,474
E01016268,624,384
E01016269,565,446
E01016270,533,331
E01016271,597,355
E01016272,590,516
E01016273,627,327
E01016274,512,410
E01016275,647,490
E01016276,578,481
E01016277,527,405
E01016278,411,262
E01016279,914,467
E01016280,700,351
E01016281,556,422
E01016282,615,438
E01016283,575,478
E01016284,515,430
E01016285,622,323
E01016286,602,386
E01016287,573,323
E01016288,666,433
E01016289,579,512
E01016290,629,530
E01016291,688,582
E01016292,615,453
E01016293,1005,651
E01016294,650,530
E01016295,616,197
E01016302,633,440
E01016307,679,403
E01016308,759,583
E01016309,888,621
E01016310,826,428
E01016311,819,508
E01016312,825,503
E01016313,706,514
E01016314,521,382
E01016315,713,602
E01016316,793,682
E01016317,510,410
E01016318,626,560
E01016319,737,414
E01016320,637,418
E01016321,609,408
E01016322,491,453
E01016323,595,428
E01016324,577,399
E01016325,649,325
E01016326,541,348
E01016327,471,345
E01016328,717,366
E01016329,606,509
E01016330,665,447
E01016331,593,359
E01016332,755,446
E01016333,492,415
E01016334,637,402
E01016335,586,486
E01016336,479,217
E01016337,887,601
E01016338,743,624
E01016339,1124,817
E01016340,631,451
E01016341,512,379
E01016342,783,596
E01016343,578,520
E01016344,714,356
E01016345,538,408
E01016346,729,263
E01016347,880,316
E01016348,978,533
E01016349,472,452
E01016350,596,553
E01016353,817,214
E01016355,790,403
E01016356,673,294
E01016357,736,384
E01016358,740,255
E01016359,820,461
E01016360,772,317
E01016361,739,415
E01016362,819,464
E01016363,709,210
E01016364,578,475
E01016365,765,488
E01016366,667,446
E01016367,687,413
E01016368,531,188
E01016369,639,477
E01016370,498,265
E01016371,606,394
E01016372,478,184
E01016373,535,203
E01016374,693,325
E01016375,507,158
E01016376,665,243
E01016377,635,261
E01016378,966,247
E01016379,764,303
E01016380,674,566
E01016381,520,330
E01016382,697,332
E01016383,649,513
E01016384,604,543
E01016385,602,473
E01016386,594,543
E01016387,585,558
E01016388,602,421
E01016389,702,196
E01016390,758,380
E01016391,850,282
E01016392,968,482
E01016393,652,434
E01016394,566,236
E01016395,639,407
E01016396,543,199
E01016397,565,239
E01016398,743,368
E01016399,562,412
E01016400,642,359
E01016401,590,338
E01016402,643,231
E01016403,678,454
E01016404,801,365
E01016405,650,348
E01016406,480,229
E01016407,653,542
E01016408,577,474
E01016409,728,562
E01016410,659,555
E01016411,641,566
E01016412,585,487
E01016413,453,254
E01016414,643,253
E01016415,687,245
E01016416,625,190
E01016417,568,217
E01016418,591,244
E01016419,762,425
E01016420,567,151
E01016421,521,425
E01016422,650,327
E01016423,602,340
E01016424,480,419
E01016425,658,586
E01016426,502,472
E01016427,642,464
E01016428,723,560
E01016429,615,558
E01016430,507,475
E01016431,625,528
E01016432,634,556
E01016433,601,420
E01016434,680,543
E01016435,567,355
E01016436,608,418
E01016437,518,335
E01016438,521,193
E01016439,584,349
E01016440,555,325
E01016441,574,187
E01016442,1106,389
E01016443,545,208
E01016525,635,513
E01016526,713,531
E01016527,656,436
E01016528,631,474
E01016529,654,233
E01016530,647,412
E01016531,607,492
E01016532,840,684
E01016533,770,665
E01016534,587,513
E01016535,491,383
E01016536,848,424
E01016537,470,320
E01016538,625,479
E01016539,641,524
E01016541,512,449
E01016542,491,352
E01016543,670,539
E01016559,562,504
E01016560,646,300
E01016561,674,563
E01016562,513,469
E01016563,507,461
E01016570,640,555
E01016571,562,452
E01016572,559,459
E01016573,523,216
E01016574,604,408
E01016578,589,425
E01016579,693,463
E01016580,643,311
E01016581,572,456
E01016582,501,383
E01016583,680,559
E01016584,669,355
E01016585,781,511
E01016591,629,558
E01016592,798,535
E01016593,665,341
E01016594,582,272
E01016598,513,472
E01016599,600,274
E01016600,448,395
E01016601,616,438
E01016602,636,574
E01016610,1094,720
E01016611,438,220
E01016612,788,739
E01016613,479,357
E01016614,477,410
E01016615,605,373
E01016616,622,472
E01016617,502,439
E01016618,486,369
E01016619,571,498
E01016620,526,419
E01016621,582,477
E01016622,462,417
E01016623,605,527
E01016624,527,505
E01016625,658,578
E01016626,800,504
E01016627,716,603
E01016628,619,576
E01016629,523,498
E01016630,569,519
E01016631,558,421
E01016632,588,529
E01016633,497,454
E01016634,606,532
E01016635,507,455
E01016636,562,539
E01016637,408,385
E01016638,493,459
E01016639,609,497
E01016640,611,540
E01016641,548,498
E01016642,455,225
E01016643,499,461
E01016644,529,447
E01016645,745,533
E01016646,610,534
E01016647,626,440
E01016648,638,469
E01016649,622,505
E01016651,587,449
E01016652,470,422
E01016653,450,368
E01016654,590,510
E01016655,503,444
E01016656,560,410
E01016657,547,479
E01016658,484,416
E01016659,643,492
E01016660,624,554
E01016661,493,462
E01016662,700,327
E01016663,598,533
E01016664,476,440
E01016665,642,551
E01016666,503,448
E01016668,602,480
E01016669,703,593
E01016670,821,662
E01016671,869,637
E01016672,702,649
E01016673,740,303
E01016674,580,393
E01016675,469,347
E01016676,621,559
E01016677,619,410
E01016678,563,403
E01016679,842,496
E01016680,496,290
E01016682,748,553
E01016683,728,543
E01016684,619,543
E01016685,621,447
E01016686,486,413
E01016687,500,462
E01016688,454,401
E01016689,579,545
E01016690,747,505
E01016691,446,344
E01016692,653,484
E01016693,604,457
E01016694,683,475
E01016695,597,551
E01016696,736,390
E01016699,635,478
