areacd,total,value
E02003184,3171,1563
E02003185,3035,2173
E02003186,3684,1794
E02003187,4015,2232
E02003188,5433,1955
E02003189,3935,2362
E02003190,5441,1494
E02003191,3840,2903
E02003192,5008,1811
E02003202,2671,1667
E02003203,3173,2323
E02003204,3781,2558
E02003205,3354,2733
E02003206,4077,2992
E02003207,2861,1604
E02003208,5025,2338
E02003209,2686,1679
E02003210,4386,3198
E02003211,4413,3358
E02003584,3149,1550
E02003585,3018,2455
E02003586,3268,2357
E02003587,3610,2190
E02003588,2917,1922
E02003589,3320,1829
E02003590,3549,2899
E02003591,3750,2762
E02003592,4475,3289
E02003593,2350,1962
E02003594,3910,2552
E02003595,3613,3002
E02003596,4020,2504
E02003597,2464,1905
E02003598,3640,2483
E02004242,3092,2570
E02004265,3690,2589
E02004266,3313,1905
E02004267,2241,1585
E02004268,4504,3232
E02004275,3366,2575
E02004276,2813,1861
E02004277,4573,2691
E02004278,3876,2840
E02004279,3323,2477
E02004280,3324,2404
E02004281,3176,1885
E02004282,3912,3297
E02004283,3709,2713
E02004284,4743,2276
E02004285,3299,2098
E02004286,2122,1497
E02004287,2399,1771
E02004288,2094,1177
E02004289,3081,2347
E02004801,3716,3132
E02006574,4863,3803
E02006883,3204,1486
E02006885,3898,2077
