areacd,total,value
E00003110,112,93
E00003111,129,118
E00003112,141,57
E00003113,126,110
E00003114,121,81
E00003115,80,75
E00003124,125,103
E00003125,118,110
E00003146,219,185
E00003147,123,92
E00003148,140,104
E00003149,133,106
E00003150,120,75
E00003151,118,104
E00003152,110,109
E00003153,108,94
E00003154,140,121
E00003155,142,113
E00003156,122,111
E00003157,147,132
E00003158,167,123
E00003159,122,114
E00003160,120,116
E00003161,142,101
E00003162,121,43
E00003163,127,121
E00003164,136,122
E00003165,129,125
E00003166,147,134
E00003167,129,120
E00003168,125,113
E00003169,136,129
E00003170,131,99
E00003171,115,109
E00003172,131,113
E00003173,124,112
E00003174,123,121
E00003176,131,117
E00003177,113,103
E00003178,119,108
E00003179,118,107
E00003180,121,106
E00003181,144,134
E00003182,126,118
E00003183,140,129
E00003184,138,128
E00003185,121,111
E00003186,100,87
E00003187,134,121
E00003188,212,180
E00003189,171,118
E00003190,148,99
E00003191,218,146
E00003192,123,103
E00003193,118,65
E00003194,131,109
E00003195,146,128
E00003196,152,75
E00003197,151,91
E00003198,149,81
E00003199,124,75
E00003200,163,119
E00003201,123,96
E00003202,126,113
E00003203,126,94
E00003204,135,89
E00003205,155,33
E00003206,125,49
E00003207,121,97
E00003208,117,34
E00003209,140,59
E00003210,132,66
E00003211,149,112
E00003212,122,37
E00003213,116,89
E00003214,109,91
E00003215,154,91
E00003216,107,97
E00003217,122,106
E00003218,122,109
E00003219,130,108
E00003220,108,91
E00003221,134,114
E00003222,122,119
E00003223,118,116
E00003224,123,123
E00003225,122,119
E00003226,123,115
E00003227,105,97
E00003228,118,96
E00003229,122,95
E00003230,132,110
E00003231,90,70
E00003237,167,102
E00003238,143,103
E00003239,168,116
E00003240,126,56
E00003267,142,125
E00003268,152,134
E00003269,112,87
E00003270,191,81
E00003271,128,84
E00003272,149,126
E00003273,125,88
E00003275,99,46
E00003276,130,81
E00003277,134,112
E00003278,134,128
E00003279,110,73
E00003285,121,96
E00003286,129,118
E00003287,134,128
E00003288,132,123
E00003289,121,114
E00003290,140,137
E00003291,129,98
E00003292,129,33
E00003293,123,88
E00003294,119,107
E00003295,124,94
E00003296,122,119
E00003297,126,105
E00003298,137,133
E00003299,103,74
E00003300,127,93
E00003301,116,108
E00003302,118,113
E00003303,122,104
E00003304,124,108
E00003305,139,116
E00003306,141,117
E00003307,123,117
E00003308,140,118
E00003309,126,120
E00003310,133,117
E00003311,124,111
E00003312,138,131
E00003313,123,117
E00003314,128,118
E00003315,128,125
E00003316,190,143
E00003318,131,100
E00003319,137,133
E00003320,134,103
E00003321,126,106
E00003322,126,114
E00003323,117,99
E00003324,141,130
E00003325,133,131
E00003326,128,124
E00003327,136,129
E00003328,130,127
E00003331,118,115
E00003332,101,98
E00003345,106,100
E00003493,159,31
E00003494,140,28
E00003495,125,33
E00003496,136,123
E00003497,105,94
E00003498,202,147
E00003499,137,124
E00003500,133,91
E00003501,123,71
E00003502,124,65
E00003503,155,41
E00003504,129,102
E00003505,136,89
E00003506,128,82
E00003507,102,67
E00003508,232,91
E00003509,144,77
E00003510,127,99
E00003512,127,25
E00003513,121,46
E00003514,127,55
E00003516,117,57
E00003517,129,65
E00003518,133,66
E00003519,140,95
E00003520,128,91
E00003521,118,86
E00003522,148,124
E00003523,128,47
E00003524,156,108
E00003525,125,105
E00003526,125,42
E00003527,105,90
E00003528,142,96
E00003529,135,45
E00003530,112,66
E00003531,138,92
E00003532,124,101
E00003533,122,98
E00003534,105,100
E00003535,109,99
E00003536,114,95
E00003537,118,112
E00003538,96,86
E00003539,105,95
E00003543,122,63
E00003545,112,91
E00003546,136,133
E00003554,137,79
E00003555,134,56
E00003556,140,108
E00003557,128,43
E00003558,179,82
E00003559,99,82
E00003560,139,79
E00003561,137,92
E00003562,137,115
E00003563,113,72
E00003564,101,84
E00003565,130,113
E00003566,109,94
E00003567,121,104
E00003568,124,99
