areacd,total,value
E01020099,600,454
E01020100,464,376
E01020101,642,470
E01020111,667,279
E01020112,799,296
E01020113,644,319
E01020114,502,322
E01020115,523,410
E01020116,685,473
E01020117,670,563
E01020118,542,320
E01020126,715,497
E01029336,983,553
W01000736,763,704
W01000737,700,578
W01000749,894,500
W01000771,533,449
W01000776,733,641
W01000804,730,615
W01000805,479,443
W01000823,738,700
W01000824,765,594
W01000825,718,503
W01000826,642,553
W01000827,615,474
W01000839,460,400
W01000840,706,650
W01000856,997,375
W01000859,679,572
W01000860,631,570
W01000861,451,288
W01000873,593,137
W01000874,709,342
W01000875,771,216
W01000876,637,251
W01000879,767,698
W01000880,759,637
W01000881,710,351
W01000882,826,468
W01000883,619,566
W01000884,527,341
W01000885,623,292
W01000886,689,359
W01000889,795,662
W01000898,636,497
W01000899,694,593
W01000900,787,384
W01000932,491,326
W01000933,741,660
W01000949,572,478
W01000950,676,483
W01000951,650,445
W01000952,484,378
W01000957,852,378
W01000958,650,248
W01000959,760,529
W01000960,783,476
W01000961,726,475
W01000962,606,264
W01000963,776,401
W01000964,774,417
W01000966,637,480
W01000967,681,420
W01000968,803,556
W01000974,900,696
W01000975,884,434
W01000977,579,364
W01000979,694,486
W01000980,555,395
W01000981,489,133
W01000982,627,463
W01000983,638,504
W01000984,931,624
W01000985,512,454
W01000986,573,455
W01000987,962,578
W01000989,574,485
W01000990,660,385
W01000996,638,468
W01000997,690,589
W01000998,513,414
W01000999,614,373
W01001000,726,578
W01001001,623,464
W01001002,1060,473
W01001003,583,488
W01001008,910,833
W01001009,497,371
W01001010,510,300
W01001011,578,446
W01001012,584,512
W01001013,636,450
W01001014,779,524
W01001015,594,417
W01001016,744,626
W01001017,601,531
W01001018,634,470
W01001019,621,441
W01001020,615,383
W01001021,764,403
W01001022,623,335
W01001023,815,453
W01001026,838,481
W01001027,720,588
W01001028,823,630
W01001029,798,677
W01001030,765,673
W01001031,628,578
W01001032,818,708
W01001033,735,573
W01001034,659,447
W01001035,745,354
W01001036,646,538
W01001037,671,598
W01001038,927,674
W01001041,926,852
W01001042,573,418
W01001043,502,391
W01001044,771,452
W01001045,745,512
W01001046,873,534
W01001047,757,574
W01001048,607,520
W01001049,530,328
W01001050,669,423
W01001051,727,468
W01001052,612,345
W01001053,465,399
W01001054,532,491
W01001055,514,318
W01001056,507,413
W01001057,665,354
W01001058,772,612
W01001105,1024,889
W01001127,535,478
W01001128,599,521
W01001918,536,474
W01001919,531,425
W01001920,443,366
W01001921,576,366
W01001938,807,236
W01001957,411,194
W01001958,836,259
