areacd,total,value
E00025149,114,78
E00025150,147,90
E00025153,111,43
E00025154,110,62
E00025155,120,98
E00025158,106,59
E00025159,118,59
E00025160,121,108
E00025161,129,117
E00025162,128,84
E00025163,117,89
E00025164,134,116
E00025165,127,12
E00025166,144,100
E00025167,137,107
E00025168,127,95
E00025169,127,66
E00025170,119,102
E00025171,113,97
E00025172,123,97
E00025173,119,83
E00025460,108,66
E00025461,134,63
E00025462,130,70
E00025467,137,113
E00025469,129,116
E00025471,119,5
E00025472,132,22
E00025473,246,48
E00025476,147,119
E00025478,97,33
E00025480,150,93
E00025486,127,117
E00025487,128,118
E00025489,129,82
E00025492,116,109
E00025493,121,106
E00025498,136,87
E00025499,125,75
E00025500,125,104
E00025501,120,82
E00025502,115,71
E00025503,122,110
E00025504,125,103
E00025505,124,113
E00025506,143,131
E00025507,123,100
E00025508,106,84
E00025509,133,110
E00025510,129,112
E00025511,131,116
E00025512,109,60
E00025513,117,76
E00025514,119,92
E00025515,115,76
E00025516,116,78
E00025517,120,73
E00025518,126,53
E00025519,135,100
E00025520,137,84
E00025521,149,96
E00025522,159,107
E00025523,141,107
E00025524,136,39
E00025525,110,93
E00025526,129,75
E00025527,127,59
E00025528,125,108
E00025529,148,81
E00025530,96,74
E00025794,137,27
E00025795,129,30
E00025796,182,42
E00025797,121,34
E00025798,137,44
E00025799,169,53
E00025800,153,29
E00025801,146,26
E00025802,122,85
E00025803,107,72
E00025804,142,7
E00025805,108,17
E00025806,124,54
E00025807,146,106
E00025808,119,92
E00025809,144,44
E00025810,119,68
E00025811,133,63
E00025812,112,93
E00025813,127,48
E00025814,165,83
E00025815,127,73
E00025816,128,86
E00025817,142,105
E00025818,146,62
E00025819,174,68
E00025820,153,60
E00025821,134,25
E00025822,130,35
E00025823,152,57
E00025825,128,117
E00025826,134,34
E00025827,127,94
E00025828,125,58
E00025829,116,26
E00025830,136,39
E00025950,91,5
E00025951,111,2
E00025952,91,13
E00025953,99,21
E00025954,117,23
E00025955,115,20
E00025957,114,10
E00025958,85,12
E00025959,121,24
E00025961,66,16
E00025962,108,13
E00025963,163,5
E00025964,110,18
E00025993,96,7
E00025994,73,2
E00025995,103,8
E00025996,137,97
E00026000,132,42
E00026001,132,100
E00026002,127,16
E00026003,124,44
E00026004,102,66
E00026005,126,100
E00026007,180,94
E00026008,139,20
E00026010,92,23
E00026011,122,57
E00026014,145,30
E00026015,148,40
E00026017,146,48
E00026018,128,111
E00026021,138,4
E00026022,129,98
E00026026,123,43
E00026027,132,116
E00026030,129,29
E00026031,125,65
E00026033,114,56
E00026035,149,123
E00026036,168,17
E00026038,131,82
E00026039,141,28
E00026040,132,27
E00026041,123,4
E00026042,161,73
E00026043,161,101
E00026045,178,12
E00026046,180,69
E00026047,143,18
E00026048,184,15
E00026049,148,52
E00026052,152,68
E00026053,156,54
E00026054,148,21
E00026055,122,5
E00026056,140,46
E00026057,190,70
E00026058,141,63
E00026059,141,28
E00026060,169,32
E00026065,111,72
E00026066,99,53
E00026067,173,13
E00026068,124,65
E00026069,133,77
E00026070,128,53
E00026071,130,17
E00026072,137,69
E00026073,142,18
E00026128,191,45
E00026129,173,19
E00026130,107,42
E00026131,140,102
E00026132,153,104
E00026133,126,93
E00026134,136,73
E00026136,181,141
E00026137,179,129
E00026138,98,17
E00026139,116,88
E00026140,135,115
E00026141,113,46
E00026142,85,19
E00026143,129,80
E00026144,136,113
E00026145,137,20
E00026146,130,98
E00026147,150,114
E00026148,132,56
E00026149,126,98
E00026150,132,70
E00026151,149,68
E00026152,121,81
E00026153,181,30
E00026154,150,20
E00026155,130,113
E00026156,109,18
E00026157,138,72
E00026158,159,66
E00026159,175,38
E00026160,129,59
E00026161,129,75
E00026162,101,28
E00026163,141,64
E00026164,187,63
E00026165,150,43
E00026166,158,13
E00026167,133,76
E00026343,160,42
E00026344,200,17
E00026345,155,13
E00026346,135,71
E00026348,171,45
E00026349,201,11
E00026350,127,89
E00026351,139,31
E00026352,116,74
E00026353,169,60
E00026354,154,40
E00026355,192,83
E00026356,131,13
E00026357,117,25
E00026358,123,41
E00026359,189,48
E00026360,108,12
E00026361,145,46
E00026362,185,32
E00026363,132,11
E00026364,124,5
E00026365,133,13
E00026366,145,36
E00026367,124,7
E00026369,145,15
E00026371,174,21
E00026372,179,15
E00026373,145,85
E00026374,137,66
E00026375,180,114
E00026376,131,98
E00026452,131,56
E00026453,159,81
E00026459,139,78
E00026461,169,101
E00026462,121,24
E00026463,191,120
E00026467,123,18
E00026471,134,31
E00026472,155,50
E00026473,79,32
E00026476,155,37
E00026477,151,68
E00026484,142,79
E00026646,142,60
E00028077,109,104
E00028081,134,125
E00028082,117,102
E00028085,124,115
E00028086,116,109
E00028087,124,118
E00028089,123,115
E00028367,81,15
E00028369,94,15
E00028370,125,32
E00028374,131,5
E00028385,117,10
E00028387,111,32
E00028388,121,17
E00028390,108,23
E00028392,213,9
E00028393,113,39
E00028394,75,10
E00028395,114,16
E00028396,106,28
E00028397,180,11
E00028398,153,32
E00028399,220,30
E00028400,142,67
E00028401,132,35
E00028402,154,33
E00028403,201,19
E00028404,143,24
E00028405,132,9
E00028406,187,38
E00028408,125,18
E00028410,150,20
E00028411,184,36
E00028412,150,4
E00028413,70,19
E00028414,174,75
E00028415,127,15
E00028416,233,56
E00028417,133,7
E00028418,138,4
E00028419,133,26
E00028420,150,16
E00028421,130,71
E00028422,120,24
E00028574,54,20
E00028575,154,26
E00028576,110,43
E00028577,164,91
E00028578,137,84
E00028580,122,45
E00028581,140,30
E00028582,136,90
E00028583,127,102
E00028585,112,83
E00028586,231,169
E00028587,121,54
E00028588,138,22
E00028590,164,84
E00028591,119,88
E00028592,98,35
E00028593,115,31
E00028594,131,50
E00028595,107,27
E00028596,131,72
E00028597,157,35
E00028598,154,32
E00028599,153,59
E00028600,107,47
E00028601,161,77
E00028602,143,94
E00028603,121,38
E00028604,130,65
E00028605,135,84
E00028606,130,73
E00028607,148,34
E00028608,123,61
E00028609,129,82
E00028610,115,78
E00028611,143,90
E00028750,115,5
E00028753,89,14
E00028758,132,2
E00028759,135,33
E00028763,151,1
E00028776,139,19
E00028777,129,77
E00028778,148,44
E00028780,168,19
E00028781,109,16
E00028783,102,31
E00168576,62,27
E00168577,116,10
E00171973,136,18
E00172926,167,28
E00172943,131,44
E00172996,76,8
E00172998,74,9
E00172999,129,16
E00173001,109,38
E00173002,120,22
E00173004,162,35
E00173005,99,10
E00173007,101,34
E00173008,105,67
E00173010,170,49
E00173012,144,10
E00173013,95,73
E00173015,45,28
E00173016,154,57
E00173018,144,51
E00173019,93,36
E00173027,49,14
E00173029,46,15
E00175804,159,13
E00175816,248,34
E00175822,137,15
E00175829,161,63
E00175831,103,30
E00175847,122,6
E00175856,104,12
E00175857,81,10
E00175858,63,23
E00175859,119,24
E00175860,174,44
E00175861,97,51
E00175862,103,32
E00175871,135,25
E00175893,107,56
E00175894,107,46
E00175897,126,34
E00175898,127,38
E00175903,129,61
E00175904,130,88
E00175934,157,16
E00175935,144,44
E00175936,84,5
E00175937,136,21
E00175939,47,4
E00175940,135,41
E00175941,117,23
E00175942,100,24
E00175943,121,76
E00175944,119,45
E00175945,120,21
E00175946,101,12
E00175947,149,12
E00175948,97,31
E00175949,136,43
E00175950,123,78
E00175951,120,49
E00175952,289,36
E00175953,90,12
E00175954,111,20
E00175955,114,50
E00175956,88,10
E00175966,143,103
E00175969,96,11
E00175970,84,14
E00176036,114,24
E00176037,116,39
E00176060,107,68
E00176067,141,41
E00176068,114,9
E00176069,111,12
E00176071,110,52
E00176072,108,27
E00176085,46,36
