areacd,total,value
E00001687,128,115
E00001939,115,109
E00001941,131,119
E00001955,125,115
E00001969,115,108
E00001971,124,121
E00002019,140,116
E00002022,104,70
E00007839,119,51
E00007840,128,42
E00007841,119,28
E00007842,124,41
E00007843,145,69
E00007844,161,95
E00007845,120,85
E00007846,143,64
E00007847,103,78
E00007848,169,65
E00007849,124,67
E00007850,110,60
E00007851,128,72
E00007852,119,75
E00007853,154,89
E00007854,113,61
E00007855,107,30
E00007856,128,95
E00007857,115,57
E00007858,110,52
E00007859,97,46
E00007860,125,70
E00007861,84,53
E00007862,123,83
E00007863,99,36
E00007864,109,24
E00007865,109,69
E00007866,124,92
E00007867,92,51
E00007869,91,47
E00007870,113,61
E00007871,132,85
E00007872,110,73
E00007873,134,49
E00007874,96,29
E00007875,118,74
E00007876,126,38
E00007877,133,30
E00007878,157,49
E00007879,107,54
E00007880,120,31
E00007881,148,95
E00007882,127,83
E00007883,118,74
E00007884,153,90
E00007885,143,66
E00007886,130,52
E00007887,122,84
E00007888,101,56
E00007889,113,55
E00007890,125,24
E00007891,123,5
E00007892,118,64
E00007893,114,46
E00007894,115,74
E00007895,122,47
E00007896,111,4
E00007897,145,37
E00007898,142,35
E00007899,101,63
E00007900,129,69
E00007901,124,63
E00007902,137,64
E00007903,126,39
E00007904,190,43
E00007905,152,53
E00007906,125,35
E00007907,131,101
E00007908,141,92
E00007909,115,62
E00007910,137,95
E00007911,134,53
E00007912,120,83
E00007913,127,41
E00007914,117,88
E00007915,129,10
E00007916,114,2
E00007917,132,36
E00007918,131,13
E00007919,130,60
E00007920,111,88
E00007921,139,115
E00007922,119,70
E00007923,138,14
E00007924,113,69
E00007925,130,17
E00007926,146,89
E00007927,156,45
E00007928,129,48
E00007929,94,34
E00007930,125,70
E00007931,146,37
E00007975,109,101
E00007976,120,62
E00007977,118,110
E00007978,99,85
E00007979,131,76
E00007980,114,108
E00007981,127,98
E00007982,111,90
E00007983,131,127
E00007984,100,81
E00007985,123,118
E00007986,112,99
E00007993,144,133
