areacd,total,value
E02001514,2999,1748
E02001522,3750,2042
E02001528,4424,2878
E02001530,2748,1583
E02001533,3125,2054
E02001534,3800,2409
E02001539,2400,1530
E02001540,4810,3313
E02001541,4876,3098
E02001542,3071,1610
E02001543,3622,2228
E02001544,3526,2415
E02001545,3726,3121
E02001546,2805,2342
E02001547,4223,2588
E02001548,3397,1609
E02001549,2521,1944
E02001550,3149,2220
E02001551,2656,1820
E02001552,3151,1989
E02001553,4193,2565
E02001554,2625,2170
E02001555,2463,2040
E02001556,3764,2107
E02001557,3965,2408
E02001558,2715,2055
E02001559,3165,2734
E02001560,4318,1727
E02001561,2953,1271
E02001562,2634,1569
E02001563,3254,2519
E02001564,3146,2746
E02001565,2860,2271
E02001566,3330,1715
E02001567,3786,2318
E02001568,2623,1440
E02001569,3926,2147
E02001570,3114,1351
E02001571,2620,2043
E02001572,2997,1784
E02001573,3126,2141
E02001574,2596,2176
E02001575,2941,1566
E02001576,2459,1728
E02001577,2981,2342
E02001578,3946,2604
E02001579,3919,2359
E02001580,3681,2555
E02001581,2466,1641
E02001582,3044,1888
E02001583,2423,1611
E02001585,2772,1298
E02001586,3992,1875
E02001587,2558,1227
E02001588,3022,1519
E02001589,3448,2838
E02001590,2913,1048
E02001591,3267,1579
E02001592,3766,2773
E02001593,2853,1197
E02001594,2833,1001
E02001595,3577,2909
E02001596,3687,2462
E02001597,4060,2212
E02001598,4068,2793
E02001599,2627,2111
E02001600,4126,3077
E02001601,2188,1607
E02001602,3745,2775
E02001603,2794,1823
E02001604,3455,2379
E02001605,3079,2272
E02001606,3306,2396
E02001607,3755,2601
E02001608,2818,2274
E02001609,3578,2920
E02001610,3533,2675
E02001628,2235,1027
E02001642,4011,3020
E02001647,2682,1825
E02001654,2639,1827
E02001655,3419,1811
E02001659,2976,1372
E02001666,2584,1557
E02001671,2669,2070
E02001673,2195,1911
E02001675,4149,2559
E02002330,2785,2497
E02002331,2679,1672
E02002334,3156,2448
E02002359,2773,2149
E02002403,2633,1895
E02002406,2850,2565
E02002417,2727,1946
E02002418,3038,2375
E02002432,2919,2200
E02002438,3273,1558
E02002439,3639,2291
E02002440,3225,2037
E02002441,3825,2209
E02002442,2819,2251
E02002447,2721,1633
E02002448,3352,1736
E02002449,3230,2557
E02002450,2859,2102
E02002452,3723,1775
E02002455,2552,1249
E02002460,3149,2551
E02002461,4173,2915
E02002464,3506,1925
E02002471,4499,3611
E02002476,2375,1188
E02002478,2459,1748
E02002479,3693,2283
E02002480,2673,1565
E02002481,2672,1617
E02002482,2746,1483
E02002652,4196,2632
E02002653,3431,1158
E02002654,3123,742
E02002655,3594,1486
E02002656,2562,2191
E02002657,3106,2494
E02002658,2992,2223
E02002659,4665,1353
E02002660,3154,1669
E02002661,3373,1819
E02002662,3355,1677
E02002663,2457,1409
E02002664,3007,2673
E02002665,3384,2475
E02002666,3653,909
E02002667,3295,2240
E02002668,3928,863
E02002669,3699,1674
E02002670,3688,1930
E02002671,3246,2012
E02002672,3003,1097
E02002673,3431,2186
E02002674,3251,2265
E02002675,4105,872
E02002676,3523,1987
E02002677,4273,1891
E02002678,3349,2144
E02002679,3227,2198
E02002680,5316,774
E02002681,3905,1206
E02002682,3514,1490
E02002684,4628,3863
E02002685,3739,3035
E02002686,3571,1498
E02002687,2759,1541
E02002688,2523,1235
E02002689,2511,1812
E02002691,3485,2687
E02002692,3384,2877
E02002693,2954,2298
E02002694,4737,3321
E02002695,3626,2674
E02002696,2427,1849
E02002697,3232,2684
E02002698,3253,2455
E02002699,3977,3570
E02002700,2758,1343
E02002701,3456,2850
E02002702,4798,3021
E02002703,3663,3093
E02002704,3089,2613
E02002705,2765,2366
E02002706,3010,2469
E02002707,2881,2471
E02002708,2886,2053
E02002709,3203,2547
E02002710,3106,2624
E02002711,3172,2957
E02002712,3257,2599
E02002714,3264,2596
E02002715,5106,4205
E02002716,3604,2900
E02002717,3460,2249
E02002718,3283,2905
E02002719,2363,1942
E02002720,2900,2496
E02002721,2739,1936
E02002723,3559,2347
E02002724,3811,1989
E02002725,2740,2142
E02002726,4427,2940
E02002727,3297,566
E02002728,3681,1748
E02002729,2578,1734
E02002730,3203,1664
E02002731,2497,1209
E02002732,3093,2634
E02002733,2802,1776
E02002734,2233,1630
E02002735,2281,1489
E02002736,2451,1222
E02002737,3098,2475
E02002738,3024,2406
E02002739,2876,1761
E02002740,2438,1437
E02002741,3693,2741
E02002742,2494,1938
E02002743,2665,1705
E02002744,2837,1064
E02002745,3406,2994
E02002746,3779,3056
E02002747,3409,3041
E02002748,3445,2840
E02002749,4816,3377
E02002750,2636,2071
E02002751,2667,1995
E02002752,2935,2140
E02002753,3956,2983
E02002754,3465,2551
E02002755,2907,1599
E02002756,3277,1150
E02002757,2518,1962
E02002758,2715,1628
E02002759,4151,2890
E02002760,2493,1761
E02002761,2834,2175
E02002762,2879,1696
E02002763,3164,1623
E02002764,2289,1152
E02002765,2711,1746
E02002766,3804,2967
E02002767,2967,2619
E02002768,3095,2454
E02002769,2539,2053
E02002770,2899,2094
E02002771,2967,2451
E02002772,2673,2145
E02002773,2624,2223
E02002774,2646,2420
E02002775,2565,1505
E02002776,2864,2310
E02002777,3451,2699
E02002778,3619,2810
E02002779,4177,3228
E02002780,3493,1618
E02002781,4161,1800
E02002782,2491,2133
E02002783,4152,3154
E02002784,5511,1576
E02002785,2762,2225
E02002786,3996,1653
E02002787,4276,2751
E02002788,4053,2518
E02002789,3830,1979
E02002790,4743,2280
E02002791,2627,2254
E02002792,3130,2245
E02002793,4072,3121
E02002794,2173,1518
E02002795,3463,3062
E02005424,4281,3530
E02005427,3379,2143
E02005492,4067,2965
E02005493,3881,3140
E02005494,4130,2906
E02005495,4499,2643
E02005496,2685,1881
E02005497,2981,1349
E02005759,3797,2668
E02005760,2510,1801
E02005765,2635,1920
E02005776,3185,2426
E02005791,2792,1680
E02005794,4076,2793
E02005809,3184,2299
E02005810,3526,2802
E02005811,3560,2879
E02005812,3734,2831
E02005813,4809,2286
E02005814,2705,2068
E02005815,3339,2951
E02005816,3370,2772
E02005817,3029,2367
E02005818,3303,2656
E02005835,4289,2993
E02005836,3809,3090
E02005837,2825,2190
E02005838,3495,2480
E02006813,3791,2046
E02006814,3517,2792
E02006869,4820,3153
E02006870,5429,3441
E02006891,3114,2554
E02006892,2956,1929
