areacd,total,value
E01017376,811,618
E01017377,760,587
E01017378,773,398
E01017391,538,350
E01017392,623,557
E01017393,680,562
E01017413,722,627
E01017415,776,532
E01017437,665,371
E01017438,670,543
E01017439,632,485
E01017440,622,281
E01017442,814,660
E01017443,698,358
E01017446,726,486
E01017447,843,699
E01017449,625,508
E01023464,806,739
E01023465,559,464
E01023466,764,521
E01023467,975,739
E01023494,481,320
E01023495,498,372
E01023506,578,427
E01023508,578,412
E01023509,552,390
E01023585,465,312
E01023586,646,479
E01023587,497,402
E01023588,544,470
E01023589,800,473
E01023590,738,499
E01023591,627,524
E01023592,556,263
E01023593,613,325
E01023594,972,606
E01023595,679,519
E01023596,492,317
E01023598,549,346
E01023600,574,354
E01023601,1103,483
E01023602,637,453
E01023603,611,483
E01023604,536,443
E01023605,728,289
E01023606,780,462
E01023607,588,526
E01023608,634,582
E01023609,714,488
E01023610,500,425
E01023611,664,314
E01023612,739,536
E01023613,763,213
E01023614,806,707
E01023615,652,581
E01023616,1036,588
E01023617,622,539
E01023618,602,374
E01023619,730,479
E01023620,528,243
E01023621,591,376
E01023622,455,278
E01023623,596,370
E01023625,425,277
E01023626,862,667
E01023627,671,532
E01023628,750,559
E01023629,782,455
E01023630,618,303
E01023631,712,315
E01023632,560,353
E01023633,616,279
E01023634,609,455
E01023635,616,366
E01023636,783,512
E01023637,870,308
E01023638,666,369
E01023639,541,417
E01023640,560,225
E01023641,579,245
E01023642,497,469
E01023643,495,315
E01023644,717,505
E01023645,642,395
E01023646,507,205
E01023647,597,520
E01023648,470,385
E01023649,641,391
E01023650,606,181
E01023651,483,359
E01023652,605,226
E01023653,887,585
E01023654,647,563
E01023655,623,509
E01023658,638,453
E01023659,506,469
E01023663,839,557
E01023750,615,220
E01023751,467,326
E01023752,505,331
E01023753,636,509
E01023754,471,318
E01023755,630,365
E01023756,602,275
E01023757,753,366
E01023758,1056,324
E01023759,591,380
E01023760,615,439
E01023761,866,437
E01023762,638,439
E01023763,594,461
E01023764,632,390
E01023765,596,415
E01023766,612,361
E01023767,613,509
E01023768,679,567
E01023769,704,452
E01023770,636,526
E01023771,683,482
E01023772,755,412
E01023773,526,229
E01023774,668,349
E01023775,940,396
E01023776,1122,643
E01023777,759,554
E01023778,664,248
E01023779,678,315
E01023780,650,374
E01023781,782,339
E01023782,639,433
E01023783,694,356
E01023784,680,456
E01023785,675,331
E01023786,624,357
E01023787,546,357
E01023788,629,356
E01023789,751,441
E01023790,633,341
E01023791,620,391
E01023792,608,336
E01023793,616,279
E01023794,623,321
E01023795,676,393
E01023796,724,287
E01023797,569,279
E01023798,642,406
E01023799,504,372
E01023800,793,486
E01023801,914,610
E01023965,531,503
E01023966,654,588
E01023967,576,407
E01033024,535,491
E01033025,519,412
E01033026,573,401
E01033027,605,358
E01033188,577,474
E01033189,611,497
E01033190,596,413
E01033609,971,656
