areacd,total,value
E01019078,659,595
E01019079,645,512
E01019080,835,438
E01019081,825,486
E01019082,677,497
E01019083,784,593
E01019084,653,436
E01019085,616,532
E01019086,460,375
E01019087,699,611
E01019088,949,531
E01019089,710,438
E01019090,675,509
E01019091,776,641
E01019092,642,502
E01019093,646,510
E01019094,721,549
E01019095,680,272
E01019096,979,806
E01019097,758,236
E01019098,711,497
E01019099,749,449
E01019100,718,610
E01019101,619,583
E01019102,734,511
E01019103,516,341
E01019104,699,371
E01019105,525,309
E01019106,630,501
E01019107,683,597
E01019108,629,267
E01019109,752,464
E01019110,865,319
E01019111,687,341
E01019112,760,306
E01019113,837,237
E01019114,625,487
E01019115,784,443
E01019116,611,364
E01019117,579,519
E01019118,661,501
E01019119,636,564
E01019120,812,622
E01019121,1036,530
E01019122,668,288
E01019123,667,403
E01019124,840,786
E01019125,694,596
E01019126,755,456
E01019127,707,630
E01019128,681,532
E01019129,702,649
E01019130,697,566
E01019131,781,628
E01019132,728,605
E01019133,663,519
E01019134,670,525
E01019135,676,384
E01019136,648,537
E01019137,521,311
E01019144,590,507
E01019145,837,756
E01019146,583,504
E01019188,651,472
E01019189,666,456
E01019190,693,635
E01019191,689,570
E01019192,621,567
E01019193,662,261
E01019194,864,551
E01019195,551,475
E01019196,837,615
E01019197,887,337
E01019198,637,377
E01019199,494,284
E01019203,871,740
E01019204,618,260
E01019205,834,390
E01019206,785,300
E01019207,689,391
E01019208,624,392
E01019209,683,446
E01019210,588,347
E01019211,850,551
E01019212,640,496
E01019213,1155,931
E01019214,826,660
E01019215,742,406
E01019216,848,439
E01019217,915,511
E01019218,617,367
E01019220,708,472
E01019221,862,554
E01019222,734,433
E01019223,669,582
E01019226,481,384
E01019227,674,373
E01019228,658,469
E01019229,816,664
E01019230,799,468
E01019231,826,395
E01019232,651,494
E01019233,637,512
E01019234,899,312
E01019235,674,492
E01019236,752,382
E01019237,610,430
E01019238,595,524
E01019239,623,521
E01019240,715,622
E01019241,679,595
E01019242,615,396
E01019243,637,487
E01019244,636,573
E01019245,666,249
E01019246,621,352
E01019247,656,479
E01019248,518,238
E01019249,672,572
E01019250,588,486
E01019251,754,640
E01019252,673,467
E01019253,768,677
E01019254,601,523
E01019255,553,519
E01019256,660,539
E01019257,643,508
E01019258,666,578
E01019259,584,419
E01019260,635,477
E01019261,686,652
E01019262,726,636
E01019263,491,266
E01019264,701,558
E01019265,612,392
E01019266,642,487
E01019267,603,269
E01019268,489,407
E01019269,680,321
E01019270,594,391
E01019271,582,359
E01019272,609,369
E01019273,687,560
E01019274,790,488
E01019275,937,715
E01019276,447,361
E01019277,552,285
E01019278,570,479
E01019279,644,522
E01019280,1030,326
E01019281,569,398
E01019282,501,386
E01019283,574,466
E01019284,582,351
E01019285,645,423
E01019286,630,470
E01019287,510,485
E01019288,546,520
E01019289,598,407
E01019290,463,339
E01019291,599,375
E01019292,504,431
E01019293,571,477
E01019294,619,433
E01019295,609,283
E01019296,595,397
E01019297,546,426
E01019298,682,538
E01019299,903,561
E01019300,737,611
E01019301,634,171
E01019302,423,305
E01019303,654,575
E01019304,582,479
E01019313,639,464
E01019315,732,561
E01019338,608,456
E01019339,595,438
E01019341,752,681
E01019342,508,372
E01019344,468,368
E01019345,530,433
E01019349,822,684
E01019350,735,485
E01019351,760,594
E01019353,695,550
E01019354,737,526
E01019355,659,602
E01019356,684,395
E01019357,831,606
E01019374,708,355
E01019375,690,447
E01019376,576,303
E01019378,688,594
E01019381,923,710
E01019386,797,556
E01019387,960,721
E01019388,774,530
E01019389,1005,658
E01019390,960,692
E01019391,739,636
E01019392,1006,593
E01019393,904,791
E01019395,950,524
E01019396,937,664
E01019397,899,542
E01019398,481,259
E01019399,461,300
E01025148,941,794
