areacd,total,value
E01016710,743,455
E01016711,955,721
E01016713,714,575
E01016714,750,445
E01016715,640,402
E01016716,772,513
E01016718,610,138
E01016719,646,427
E01016720,650,195
E01016721,619,290
E01016722,621,439
E01016723,618,431
E01016724,643,243
E01016725,574,150
E01016726,581,149
E01016727,653,287
E01016728,707,287
E01016729,784,208
E01016731,644,402
E01016732,522,385
E01016733,589,166
E01016737,615,457
E01016738,763,346
E01016739,594,453
E01016740,559,471
E01016741,712,340
E01016742,577,154
E01016743,787,305
E01016744,545,222
E01016745,616,523
E01016746,681,413
E01016748,815,490
E01016750,634,436
E01016751,629,385
E01016752,609,361
E01016753,881,418
E01016754,728,328
E01016755,719,392
E01016756,933,334
E01016757,593,438
E01016758,660,412
E01016768,869,323
E01016774,675,474
E01016775,685,376
E01016776,539,396
E01016777,641,333
E01016778,683,328
E01016780,651,395
E01016781,553,438
E01016784,665,316
E01016810,580,195
E01016811,490,145
E01016813,664,268
E01016814,738,605
E01016815,531,245
E01016816,601,484
E01016829,664,368
E01016830,515,330
E01016831,611,478
E01016832,498,373
E01016833,506,438
E01016834,651,354
E01016842,601,97
E01016843,528,138
E01016844,636,178
E01016845,709,124
E01016846,626,339
E01016847,844,190
E01016848,575,270
E01017627,676,484
E01017628,633,558
E01017629,649,571
E01017630,617,514
E01017631,644,498
E01017632,618,556
E01017634,634,356
E01017635,609,495
E01017636,637,578
E01017637,492,383
E01017638,499,438
E01017639,611,563
E01017640,624,556
E01017641,708,597
E01017642,539,409
E01017643,529,371
E01017644,633,474
E01017645,574,241
E01017646,790,467
E01017647,619,576
E01017648,683,579
E01017649,833,574
E01017650,609,524
E01017653,608,465
E01017654,542,229
E01017655,813,609
E01017659,607,348
E01017660,740,469
E01017661,618,331
E01017662,515,305
E01017663,600,295
E01017664,627,472
E01017665,584,331
E01017666,733,502
E01017667,506,296
E01017668,617,476
E01017669,605,472
E01017670,633,473
E01017671,609,493
E01017672,578,461
E01017673,486,392
E01017674,512,430
E01017675,605,514
E01017676,568,506
E01017677,602,527
E01017678,547,417
E01017679,616,466
E01017680,449,261
E01017681,523,325
E01017682,481,429
E01017683,671,520
E01017684,462,393
E01017687,886,390
E01017688,513,377
E01017689,568,463
E01017690,483,381
E01017691,517,471
E01017692,683,474
E01017693,438,312
E01017694,826,668
E01017695,511,418
E01017696,510,419
E01017697,621,475
E01017698,534,347
E01017699,435,293
E01017700,619,543
E01017703,523,376
E01017704,486,410
E01017705,483,414
E01017706,498,298
E01017707,468,167
E01017708,595,316
E01017709,569,237
E01017710,517,333
E01017711,622,255
E01017712,798,312
E01017713,589,412
E01017714,521,417
E01017715,460,314
E01017716,713,552
E01017717,692,496
E01017718,640,485
E01017719,501,316
E01017720,512,319
E01017721,773,523
E01017722,624,496
E01017723,500,236
E01017724,498,258
E01017726,527,352
E01017727,661,594
E01017728,740,316
E01017729,679,579
E01017730,734,419
E01017731,550,331
E01017732,549,456
E01017733,509,363
E01017734,553,478
E01017735,545,402
E01017736,662,401
E01017737,593,538
E01017738,685,488
E01017768,960,735
E01017785,666,602
E01017786,603,522
E01017787,615,552
E01017788,763,482
E01017836,551,416
E01017837,779,198
E01017838,510,367
E01017839,496,266
E01017842,1053,783
E01017843,654,558
E01017850,474,237
E01017851,678,385
E01017852,709,535
E01017853,575,411
E01017854,505,410
E01017855,617,453
E01017856,538,311
E01017857,598,239
E01017858,601,317
E01017859,503,417
E01017860,493,311
E01017861,607,527
E01017862,706,571
E01017863,641,589
E01017869,511,476
E01017870,478,435
E01017871,609,558
E01017872,673,610
E01017873,517,472
E01017874,459,246
E01017880,519,498
E01017881,701,622
E01017883,626,543
E01017884,627,463
E01017885,672,534
E01017886,614,497
E01017887,468,401
E01017888,630,376
E01017899,688,346
E01017900,528,284
E01017901,462,231
E01017902,637,303
E01017903,508,284
E01017904,607,295
E01017905,838,347
E01017906,501,278
E01017907,621,331
E01017909,938,535
E01017910,1072,594
E01017911,670,373
E01017912,523,388
E01017913,745,363
E01017914,507,426
E01017915,530,402
E01017916,480,405
E01017917,578,454
E01017918,702,431
E01017919,630,279
E01017920,476,398
E01017921,674,430
E01017922,676,443
E01017923,666,258
E01017924,557,451
E01017925,785,425
E01017926,669,180
E01017927,589,462
E01017928,614,380
E01017929,785,367
E01017930,731,631
E01017931,600,432
E01017932,680,567
E01017933,704,540
E01017938,503,449
E01027264,648,456
E01027265,669,573
E01027266,482,456
E01027267,509,325
E01027268,517,415
E01027269,689,352
E01027270,581,522
E01027271,628,480
E01027272,591,521
E01027288,904,609
E01027290,918,688
E01028422,621,488
E01028423,612,501
E01028424,639,495
E01028425,687,349
E01028426,562,446
E01028428,518,460
E01028432,637,491
E01028433,751,658
E01028434,513,437
E01028455,529,452
E01028456,601,387
E01028457,503,456
E01028458,613,354
E01028459,652,450
E01028460,726,565
E01028461,678,469
E01028462,627,457
E01028463,1029,650
E01028464,576,425
E01028465,531,438
E01028466,690,387
E01028467,704,477
E01028468,986,538
E01028469,596,541
E01028470,676,525
E01028471,481,271
E01028472,481,407
E01028473,607,517
E01028474,657,476
E01028475,872,717
E01028476,870,730
E01028477,581,443
E01028478,483,301
E01028481,617,440
E01028482,490,437
E01028483,501,385
E01028484,455,319
