areacd,total,value
E02000984,3146,2793
E02000985,3205,2828
E02000986,3682,2883
E02000987,3288,2074
E02000988,3496,2105
E02000989,3637,3208
E02000990,3286,2567
E02000991,3316,2662
E02000992,2518,2077
E02000993,3135,1118
E02000994,3343,1319
E02000995,3430,2288
E02000996,3321,1271
E02000997,2372,1726
E02000998,3654,1800
E02000999,3580,724
E02001000,4123,2436
E02001001,3197,2275
E02001002,4018,2722
E02001003,2850,2596
E02001004,3185,1196
E02001005,3130,1479
E02001006,2801,1720
E02001007,4396,3342
E02001008,2843,1162
E02001009,2975,1649
E02001010,2468,1339
E02001011,4125,3381
E02001012,2919,2038
E02001013,2495,2090
E02001014,3650,2226
E02001015,3762,1936
E02001016,3354,1440
E02001017,4663,3201
E02001018,3008,2499
E02001019,3982,2866
E02001020,2483,2217
E02001021,3115,2701
E02001022,3326,2434
E02001023,2324,1685
E02001024,3341,2845
E02001025,3349,1615
E02001026,3671,1889
E02001027,3029,1940
E02001028,3108,2860
E02001029,2880,1715
E02001030,2346,1954
E02001031,2841,1789
E02001032,3120,2461
E02001033,2390,1489
E02001034,3831,1543
E02001035,2981,2612
E02001036,3011,2051
E02001037,3016,2601
E02001038,2637,1582
E02001039,3443,1858
E02001040,2548,2104
E02001041,3369,2090
E02001042,2875,1811
E02001043,2307,1584
E02001044,2790,2099
E02001045,3622,1561
E02001046,3956,1743
E02001047,4369,1922
E02001048,3560,2049
E02001049,4049,2664
E02001050,3195,1205
E02001051,3393,1945
E02001052,4384,1767
E02001053,4494,839
E02001055,3829,1534
E02001056,3463,857
E02001057,4018,675
E02001059,4369,1091
E02001061,3863,1361
E02001062,3546,520
E02001063,3629,705
E02001064,3624,1047
E02001065,3787,1901
E02001066,3533,780
E02001067,3791,934
E02001068,3696,629
E02001069,4059,933
E02001070,3294,989
E02001071,4566,1918
E02001072,3741,1360
E02001073,4015,2218
E02001074,4299,1625
E02001075,3320,1530
E02001076,2965,756
E02001077,3117,1827
E02001078,3835,2375
E02001079,3341,1137
E02001080,3367,988
E02001081,2776,1720
E02001082,2921,1138
E02001083,3902,1356
E02001084,3325,1591
E02001085,3177,1180
E02001086,2949,1409
E02001087,4402,2585
E02001088,3780,1780
E02001089,3123,2296
E02001090,3100,1960
E02001091,3876,2164
E02001092,3724,1704
E02001093,3778,1330
E02001094,3805,738
E02001095,3580,1369
E02001096,3311,1632
E02001097,3452,1396
E02001098,2756,2121
E02001099,2724,1749
E02001100,2586,1963
E02001101,2457,2090
E02001102,2475,2040
E02001103,2353,1855
E02001104,2726,1940
E02001105,2631,1835
E02001106,2668,1844
E02001107,2390,1760
E02001108,2148,1027
E02001109,3332,1775
E02001110,2742,2307
E02001111,2928,671
E02001112,2371,2192
E02001113,2664,1320
E02001114,3381,2121
E02001115,2539,1821
E02001116,2358,1566
E02001117,2529,1991
E02001118,2602,2099
E02001119,2840,1675
E02001121,2224,1084
E02001123,2751,1330
E02001124,2507,1193
E02001125,3351,2533
E02001126,3141,1364
E02001127,2790,1198
E02001128,3271,2272
E02001129,2622,1360
E02001130,2520,1833
E02001131,2298,1822
E02001132,2860,2014
E02001133,2544,2042
E02001134,2583,2132
E02001135,3052,1130
E02001136,3667,2654
E02001137,2497,2167
E02001138,3647,2948
E02001139,2906,1692
E02001140,2958,1714
E02001141,5181,1803
E02001142,2396,2062
E02001143,3988,2140
E02001144,2702,1723
E02001145,3024,2209
E02001146,2896,1602
E02001147,3878,1650
E02001148,4257,2784
E02001149,4671,2157
E02001150,3591,2022
E02001151,3867,2879
E02001152,3984,2350
E02001153,4452,1811
E02001154,4387,2972
E02001155,3433,2086
E02001156,4131,3406
E02001157,3183,1108
E02001158,2700,1342
E02001159,2579,1389
E02001160,2555,1218
E02001161,2680,1718
E02001162,2709,1651
E02001163,4182,3043
E02001164,2677,1401
E02001165,2664,1752
E02001166,2343,1080
E02001167,2710,1394
E02001168,4093,2423
E02001169,4252,3711
E02001170,4130,3523
E02001171,2336,2003
E02001172,4989,997
E02001173,3153,815
E02001174,2362,1748
E02001175,2914,1634
E02001176,5147,2712
E02001177,5293,2537
E02001178,5633,922
E02001179,2874,1408
E02001180,2981,217
E02001181,2606,1117
E02001182,2858,1085
E02001183,2782,1542
E02001184,5710,1242
E02001185,4208,2811
E02001186,4253,2583
E02001187,3076,2328
E02001188,3503,1937
E02001189,3616,2736
E02001190,3053,859
E02001191,2618,1880
E02001192,2831,1925
E02001193,2952,1822
E02001194,2493,1924
E02001195,3208,2544
E02001196,3339,2572
E02001197,2610,1972
E02001198,3341,2111
E02001199,3413,2736
E02001200,3446,992
E02001201,2431,1932
E02001202,2998,1651
E02001203,2387,2145
E02001204,3803,2822
E02001205,3645,2222
E02001206,2940,2274
E02001207,2942,2447
E02001208,3261,2268
E02001209,3382,2242
E02001210,2889,1692
E02001211,2413,2083
E02001212,2563,1111
E02001213,3991,2988
E02001214,3081,2318
E02001215,2502,2026
E02001216,2986,2607
E02001217,3066,2148
E02001218,2375,2033
E02001219,2240,2097
E02001220,2270,1824
E02001221,2361,2171
E02001222,2375,2163
E02001223,2797,2464
E02001224,2577,2362
E02001225,2947,2490
E02001226,2722,2247
E02001227,2376,2208
E02001228,2160,1943
E02001229,4417,3211
E02001230,2392,1943
E02001231,2846,1897
E02001232,3504,2026
E02001233,3258,2024
E02001234,3256,1652
E02001235,2814,1896
E02001236,2509,1164
E02001237,2932,1640
E02001238,3422,2322
E02001239,3897,2476
E02001240,2597,2066
E02001241,4252,1293
E02001242,2360,1988
E02001243,3529,2514
E02001244,2275,1997
E02001245,3573,2029
E02001246,3118,1719
E02001247,3064,1837
E02001248,4547,2402
E02001249,2811,1880
E02001250,2679,2207
E02001251,2750,2021
E02001252,3293,2857
E02001253,2267,1678
E02001254,2484,1674
E02001255,2672,979
E02001256,4015,2218
E02001257,4272,2359
E02001258,3148,2589
E02001259,4162,1415
E02001260,3031,2505
E02001261,3451,2092
E02001262,3009,1905
E02001263,3293,2854
E02001264,3230,2386
E02001265,3369,2528
E02001266,3033,1709
E02001267,3363,2098
E02001268,2972,2503
E02001269,3628,2142
E02001270,3418,2481
E02001271,2874,1915
E02001272,3396,2712
E02001273,4242,2540
E02001274,3188,2767
E02001275,3544,1705
E02001276,3299,2138
E02001277,3786,1852
E02001278,3271,2648
E02001279,3229,2918
E02001280,3558,2088
E02001281,3078,2737
E02001282,3883,2668
E02001283,3748,2541
E02001284,3131,2563
E02001285,3251,2423
E02001286,3047,2607
E02001287,2321,1930
E02001288,3173,2485
E02001289,4248,3610
E02001290,2615,1886
E02001291,3199,1968
E02001292,3528,2677
E02001293,2583,2006
E02001294,3492,2432
E02001295,3641,1264
E02001296,3745,941
E02001297,2958,1834
E02001298,3372,1543
E02001299,3708,2700
E02001300,3413,2285
E02001301,3823,1857
E02001302,3251,2014
E02001303,3740,1662
E02001304,5320,4341
E02001305,3376,2915
E02001306,2989,2505
E02001307,4334,4097
E02001308,2672,1934
E02001309,3565,2510
E02001310,3766,2137
E02001311,3706,2488
E02001312,3202,2168
E02001313,3409,1819
E02001314,3157,2467
E02001315,3326,2628
E02001316,3095,1820
E02001317,3602,2226
E02001318,3397,2259
E02001319,3159,1871
E02001320,3475,2253
E02001321,3375,2677
E02001322,3159,2526
E02001323,3356,2286
E02001324,3607,2275
E02001325,3241,2717
E02001326,3288,2546
E02001333,3754,1863
E02001335,3088,2394
E02001339,2771,1604
E02001406,3445,2962
E02001407,2617,2224
E02001408,2368,2044
E02001409,4325,2895
E02001410,2498,1634
E02001411,2520,1827
E02001412,3686,2725
E02001413,4085,3039
E02001414,2253,2098
E02001415,2737,1638
E02001416,2540,1208
E02001417,3623,1642
E02001418,2487,1286
E02001419,3188,1383
E02001420,4348,2713
E02001421,4658,3250
E02001422,2651,1171
E02001423,2657,2126
E02001424,5700,3294
E02001425,4523,3229
E02001426,2299,1894
E02001427,4276,2632
E02001428,2252,2038
E02001509,2696,1788
E02001510,2537,1701
E02001511,2673,1909
E02001512,3358,2441
E02001513,3325,2631
E02001515,3918,1741
E02001516,2518,1634
E02001517,3448,2570
E02001518,4376,2887
E02001519,2749,1603
E02001520,4764,3750
E02001521,5349,2977
E02001523,3043,2170
E02001524,2566,2036
E02001525,2955,1205
E02001526,2487,1082
E02001527,2573,1820
E02001529,4180,2424
E02001531,2954,1704
E02001532,4067,3086
E02001535,2595,1950
E02001536,3807,2624
E02001537,3525,2297
E02001538,3425,2063
E02001584,2994,2311
E02001611,3356,2399
E02001612,2539,2046
E02001613,4522,3213
E02001614,4728,3921
E02001615,3289,2800
E02001616,3116,1934
E02001617,2287,1002
E02001618,4057,3071
E02001619,3996,1886
E02001620,2773,1203
E02001621,2305,1070
E02001622,4004,1885
E02001623,3301,1120
E02001624,4020,2641
E02001625,3179,1350
E02001626,2474,1764
E02001627,2788,1701
E02001629,2858,1119
E02001630,2802,1618
E02001631,3357,2358
E02001632,4370,1287
E02001633,3177,2576
E02001634,4398,2849
E02001635,2930,1853
E02001636,4176,1261
E02001637,2350,855
