areacd,total,value
E01000673,630,498
E01000699,648,333
E01000700,666,429
E01000701,599,430
E01000702,572,413
E01000703,694,423
E01000704,593,467
E01000705,565,345
E01000706,591,403
E01000707,536,477
E01000708,650,503
E01000709,787,436
E01000710,862,548
E01000711,1012,529
E01000712,862,576
E01000713,885,603
E01000714,1036,541
E01000715,885,627
E01000716,702,525
E01000717,889,578
E01000718,971,427
E01000740,871,287
E01000741,842,296
E01000742,1044,384
E01000743,841,182
E01000744,682,172
E01000745,883,384
E01000746,949,424
E01000770,691,529
E01000771,620,551
E01000772,734,596
E01000796,638,105
E01000797,679,479
E01000798,693,160
E01000799,719,401
E01000800,780,308
E01000801,650,398
E01000802,750,405
E01000803,730,362
E01000804,548,464
E01000805,717,408
E01000806,768,188
E01000828,766,538
E01000994,536,378
E01000995,597,355
E01000996,443,331
E01001083,536,465
E01001084,665,524
E01001085,612,350
E01001086,603,471
E01001087,848,338
E01001088,592,386
E01001089,715,308
E01001090,922,362
E01001091,562,417
E01001137,875,478
E01001138,774,415
E01001139,694,472
E01001140,773,495
E01001141,568,209
E01001142,620,432
E01001143,848,375
E01001144,797,315
E01001145,848,192
E01001146,607,411
E01001147,620,282
E01001148,673,424
E01001149,619,427
E01001150,620,453
E01001151,671,276
E01001152,674,294
E01001153,591,394
E01001156,721,341
E01001157,615,441
E01001158,700,375
E01001159,741,495
E01001160,627,490
E01001161,566,222
E01001162,767,337
E01001163,798,518
E01001164,962,369
E01001182,462,294
E01001638,806,132
E01001640,881,108
E01001641,779,308
E01001642,791,477
E01001644,1022,409
E01002818,1170,339
E01002819,853,303
E01002821,692,276
E01002822,621,293
E01002823,701,166
E01002844,745,361
E01002845,738,293
E01002858,749,228
E01002859,866,309
E01002860,777,399
E01002861,771,339
E01002862,977,138
E01002863,792,297
E01002899,768,250
E01002900,682,413
E01002901,560,247
E01002902,1009,357
E01002903,691,414
E01002914,741,367
E01003013,854,208
E01003014,678,199
E01003015,730,129
E01003016,526,129
E01003017,862,140
E01003018,999,340
E01003019,914,359
E01003020,771,281
E01003021,663,153
E01003022,770,307
E01003023,1063,334
E01003024,766,154
E01003025,842,301
E01003026,656,323
E01003027,480,352
E01003028,563,260
E01003029,860,290
E01003030,783,356
E01003031,720,204
E01003032,759,202
E01003033,594,321
E01003034,723,237
E01003035,710,194
E01003036,737,268
E01003037,606,121
E01003038,689,362
E01003039,945,376
E01003040,594,271
E01003041,678,124
E01003042,502,127
E01003043,685,241
E01003044,606,36
E01003045,728,66
E01003046,743,102
E01003047,751,122
E01003048,741,60
E01003049,668,124
E01003050,773,209
E01003051,675,87
E01003052,758,98
E01003053,757,305
E01003054,819,254
E01003055,790,224
E01003056,838,216
E01003057,724,145
E01003058,820,267
E01003059,625,120
E01003060,632,97
E01003061,568,118
E01003062,795,276
E01003063,664,204
E01003064,660,360
E01003065,666,165
E01003066,741,244
E01003067,599,296
E01003068,657,277
E01003069,520,240
E01003070,655,151
E01003071,1004,381
E01003072,769,382
E01003073,698,206
E01003074,1096,457
E01003075,685,102
E01003076,836,199
E01003077,786,274
E01003078,634,419
E01003079,757,258
E01003080,663,362
E01003081,768,242
E01003082,651,239
E01003083,594,354
E01003084,673,357
E01003085,697,441
E01003086,647,204
E01003087,611,140
