areacd,total,value
E01004896,556,522
E01004933,569,482
E01004934,560,391
E01004935,705,589
E01004937,558,499
E01004940,616,538
E01006212,570,471
E01006213,710,293
E01006214,596,375
E01006215,735,326
E01006216,883,672
E01006217,934,571
E01006218,864,507
E01006219,523,440
E01006220,768,421
E01006221,695,569
E01006222,644,588
E01006223,717,552
E01006224,518,477
E01006225,645,537
E01006226,750,622
E01006227,621,513
E01006228,730,502
E01006239,1008,346
E01006240,629,193
E01006241,762,400
E01006242,760,594
E01006243,876,707
E01006244,848,464
E01006245,1081,745
E01006246,732,447
E01006247,555,479
E01006248,796,185
E01006249,642,331
E01006252,639,558
E01006261,655,462
E01006262,623,304
E01006263,641,606
E01006264,523,497
E01006265,619,478
E01006266,626,579
E01006267,790,282
E01006268,717,488
E01006269,735,494
E01006270,664,308
E01006272,701,493
E01006273,662,405
E01006274,663,327
E01006275,654,254
E01006276,868,723
E01006277,628,583
E01006278,697,579
E01006279,613,562
E01006280,627,462
E01006281,725,650
E01006282,686,465
E01006283,682,327
E01006284,649,368
E01006285,714,662
E01006286,642,542
E01006287,478,439
E01006288,736,289
E01006289,863,284
E01006290,619,551
E01006291,676,435
E01006292,648,536
E01006293,729,412
E01006294,909,574
E01006295,803,474
E01006296,710,281
E01006297,772,294
E01006298,677,281
E01006299,827,685
E01006300,610,547
E01006301,532,492
E01006302,658,541
E01006303,601,535
E01006304,632,491
E01006309,633,315
E01006310,698,293
E01006322,677,378
E01006323,638,354
E01006324,614,365
E01006325,628,491
E01006326,659,443
E01006327,620,218
E01006328,680,378
E01006329,476,272
E01006330,668,581
E01006331,640,583
E01006332,856,546
E01006333,843,517
E01006334,837,458
E01006335,777,475
E01006336,734,182
E01006337,658,477
E01006338,735,467
E01006339,595,536
E01006340,645,371
E01006341,755,389
E01006342,686,357
E01006343,649,573
E01006344,596,280
E01006345,672,609
E01006346,974,623
E01006347,642,590
E01006348,680,628
E01006349,886,459
E01006351,930,172
E01006352,754,452
E01006353,656,536
E01006354,648,358
E01006355,694,543
E01006358,805,477
E01006359,610,371
E01006364,814,517
E01006365,820,704
E01006366,798,538
E01006367,699,648
E01006368,716,581
E01006376,694,344
E01006381,709,592
E01006393,605,550
E01006394,648,624
E01006395,859,815
E01006399,701,457
E01006400,504,477
E01006401,565,535
E01006402,471,452
E01006403,682,644
E01006404,703,388
E01006405,646,365
E01006406,626,544
E01006407,591,540
E01006408,644,367
E01006409,590,559
E01006410,538,495
E01006411,834,193
E01006459,614,484
E01006460,661,221
E01006461,619,309
E01006462,639,518
E01006463,971,387
E01006464,727,457
E01006466,776,489
E01006496,606,407
E01006497,472,370
E01006498,548,477
E01006499,681,508
E01006500,464,239
E01006501,562,420
E01006502,767,699
E01006503,544,484
E01006504,573,253
E01006505,700,322
E01006802,747,538
E01006803,601,550
E01006804,660,540
E01006805,620,424
E01006806,623,584
E01006807,587,562
E01006808,539,507
E01006809,608,563
E01006810,493,469
E01006811,613,461
E01006812,593,268
E01006813,697,426
E01006814,602,567
E01006815,557,384
E01006816,706,216
E01006817,623,188
E01006818,530,464
E01006819,608,418
E01006820,611,285
E01006821,652,266
E01006822,559,507
E01006823,570,542
E01006824,517,493
E01006825,607,556
E01006826,648,344
E01006827,614,550
E01006828,877,796
E01006829,518,436
E01006830,538,162
E01006831,662,439
E01006832,781,398
E01006833,754,551
E01006834,610,325
E01006835,647,494
E01006836,600,393
E01006837,614,466
E01006838,718,427
E01006839,572,421
E01006840,669,546
E01006841,645,570
E01006842,657,274
E01006843,543,364
E01006844,771,394
E01006845,685,441
E01006846,616,550
E01006847,685,221
E01006848,629,496
E01006849,648,260
E01006850,738,336
E01006851,559,434
E01006852,525,495
E01006853,577,472
E01006854,640,453
E01006855,638,445
E01006856,614,476
E01006857,606,533
E01006858,597,315
E01006859,694,558
E01006860,625,379
E01006861,631,169
E01006862,581,283
E01006863,829,324
E01006864,818,613
E01006865,840,349
E01006866,642,289
E01006867,784,646
E01006868,656,316
E01006869,655,387
E01006870,648,394
E01006871,669,239
E01006872,777,253
E01006873,495,125
E01006874,583,170
E01006875,509,265
E01006876,679,495
E01006877,734,361
E01006878,648,482
E01006879,598,364
E01006880,763,276
E01006881,735,282
E01006882,499,467
E01006883,607,515
E01006884,623,529
E01006885,546,491
E01006886,578,539
E01006887,592,421
E01006888,499,467
E01006889,570,521
E01006890,616,488
E01006891,538,452
E01006892,482,429
E01006893,617,482
E01006894,584,495
E01006895,645,598
E01006896,660,612
E01006897,629,497
E01006898,744,484
E01006899,813,502
E01006900,1066,818
E01006901,533,459
E01006903,752,317
E01006904,670,425
E01006905,584,257
E01006906,661,488
E01006907,668,483
E01006908,604,263
E01006909,497,118
E01006910,749,387
E01006911,616,562
E01006912,613,284
E01006913,525,241
E01006914,527,499
E01006915,671,423
E01006916,660,487
E01006917,674,623
E01006918,511,428
E01006919,643,265
E01012367,776,292
E01012368,849,513
E01012369,619,409
E01012370,811,481
E01012374,1075,939
E01012375,559,534
E01012376,922,837
E01012377,745,402
E01012378,640,566
E01012379,634,466
E01012380,571,259
E01012381,656,108
E01012382,709,176
E01012383,756,451
E01012384,748,437
E01012386,661,638
E01012387,507,472
E01012388,730,412
E01012389,745,708
E01012390,678,443
E01012391,975,607
E01012392,910,809
E01012393,865,764
E01012394,675,418
E01012395,620,592
E01012398,513,367
E01012400,507,416
E01012401,787,703
E01012402,656,325
E01012403,647,269
E01012404,577,454
E01012405,836,659
E01012410,533,477
E01012411,591,495
E01012412,684,384
E01012413,663,339
E01012414,504,453
E01012419,486,215
E01012420,746,174
E01012421,536,509
E01012422,632,273
E01012423,640,513
E01012424,761,251
E01012425,692,402
E01012426,572,492
E01012427,649,445
E01012428,1024,601
E01012429,627,379
E01012430,884,268
E01012431,1011,610
E01012434,601,514
E01012441,1078,415
E01012442,618,240
E01012443,601,447
E01012444,427,89
E01012445,553,118
E01012446,527,512
E01012447,494,481
E01012448,498,463
E01012449,641,624
E01012450,633,520
E01012451,648,415
E01012452,732,693
E01012453,654,259
E01012454,859,507
E01012455,876,296
E01012457,777,385
E01012458,1011,646
E01012459,622,252
E01012460,629,340
E01012461,535,475
E01012462,633,420
E01012463,506,474
E01012464,599,368
E01012465,608,415
E01012466,707,235
E01012467,522,499
E01012468,914,770
E01012469,624,513
E01012470,497,343
E01012471,507,461
E01012472,740,634
E01012473,678,613
E01012474,611,373
E01012475,643,490
E01012476,668,531
E01012477,610,559
E01012478,617,428
E01012479,793,350
E01012480,921,403
E01012481,714,449
E01012482,869,411
E01012483,883,298
E01012485,660,488
E01012486,631,574
E01012487,652,574
E01012488,716,660
E01012489,681,640
E01012490,629,589
E01012491,621,468
E01012492,609,574
E01012493,669,605
E01012494,649,588
E01012495,643,533
E01012496,585,521
E01012497,516,299
E01012498,656,364
E01012499,739,629
E01012500,593,539
E01012501,603,513
E01012502,629,580
E01012503,559,476
E01012504,753,471
E01012505,652,362
E01012506,668,313
E01012507,943,466
E01012508,715,303
E01012509,882,673
E01012510,868,456
E01012511,786,500
E01012512,739,637
E01012513,805,623
E01012514,737,616
E01012515,659,476
E01012516,589,443
E01012519,635,528
E01012520,638,284
E01012521,654,486
E01012522,613,335
E01012523,621,443
E01012524,627,563
E01012525,635,441
E01012526,654,218
E01012527,622,529
E01012528,500,471
E01012529,599,532
E01012530,529,475
E01012531,675,609
E01012532,601,567
E01012533,554,158
E01012534,655,290
E01012535,701,340
E01012536,631,345
E01012537,702,317
E01012538,619,547
E01012539,697,390
E01012540,587,504
E01012541,516,369
E01012542,633,435
E01012543,595,501
E01012544,588,433
E01012545,703,172
E01012546,682,149
E01012547,682,598
E01012548,703,591
E01012549,639,597
E01012550,702,644
E01012551,598,567
E01012552,619,471
E01012553,499,480
E01012554,840,709
E01012555,525,484
E01012556,621,568
E01012557,755,546
E01012558,749,617
E01012559,593,547
E01012560,631,458
E01012561,678,458
E01012562,610,520
E01012563,635,588
E01012564,526,446
E01012565,932,721
E01012566,729,622
E01012567,641,582
E01012568,963,787
E01012569,703,571
E01012570,604,284
E01025494,676,258
E01025503,499,269
E01025504,472,171
E01025535,582,464
E01025537,683,556
E01032904,688,609
E01032905,671,453
E01033299,971,445
E01033300,613,88
E01033302,740,327
E01033303,591,320
