areacd,total,value
E02002722,3766,2319
E02003742,2775,2201
E02003743,4066,2253
E02003744,5517,3265
E02003745,4050,3015
E02003746,3066,2293
E02003748,3444,2137
E02003750,3068,2262
E02003751,2727,2233
E02005417,2935,2217
E02005425,2688,2191
E02005426,4151,2534
E02005428,3686,2521
E02005429,3244,2540
E02005431,3643,2630
E02005432,3303,2420
E02005433,3259,2306
E02005435,3292,2137
E02005436,3454,2408
E02005437,2695,1137
E02005438,3016,1648
E02005440,2272,1468
E02005466,2699,2165
E02005467,3209,2237
E02005472,4314,2919
E02005474,2726,2244
E02005503,2896,2070
E02005504,3694,2646
E02005505,2955,2080
E02005506,2843,2197
E02005507,5130,3316
E02005508,2814,2198
E02005509,3258,2107
E02005510,2931,2211
E02005511,3226,2310
E02005512,3155,2277
E02005513,3893,2683
E02005514,2840,1981
E02005520,3347,2461
E02005521,3600,2541
E02005522,2246,1622
E02005523,3038,2442
E02005524,2336,1946
E02005525,4101,3406
E02005526,2278,1760
E02005527,3336,2721
E02005528,3678,2920
E02005529,2637,2178
E02005530,2233,1958
E02005531,2364,1811
E02005532,3160,2839
E02005533,3521,2772
E02005534,3362,2738
E02005535,2998,2247
E02005536,2492,2020
E02005537,2609,1961
E02005538,3959,3323
E02005539,3153,2454
E02005540,4138,3319
E02005541,2553,1496
E02005542,3067,1226
E02005543,3763,1159
E02005544,2927,1474
E02005545,2732,2377
E02005546,3620,1862
E02005547,3826,2641
E02005548,3056,1509
E02005549,2323,1980
E02005550,2962,2253
E02005551,2661,1887
E02005552,3330,2153
E02005553,4228,3256
E02005554,3248,2261
E02005555,2777,2434
E02005556,3122,2566
E02005557,2413,962
E02005558,2846,2233
E02005559,2847,1852
E02005560,3379,1853
E02005561,4518,1937
E02005562,3052,2214
E02005563,2961,2433
E02005564,3801,2627
E02005565,2878,2224
E02005566,3969,3051
E02005567,4637,3296
E02005568,3059,2245
E02005569,3251,2223
E02005570,3487,2544
E02005571,2858,1737
E02005572,3723,2329
E02005573,2734,1924
E02005574,3013,2377
E02005575,3103,2265
E02005576,3020,2244
E02005577,2570,1825
E02005578,2573,1605
E02005579,5597,3854
E02005580,3484,2404
E02005581,3095,2242
E02005582,2948,2070
E02005583,3841,2873
E02005584,4736,2251
E02005585,4673,1542
E02005586,4866,2469
E02005587,4219,2287
E02005588,4708,1906
E02005589,4784,1852
E02005590,5708,1485
E02005592,4096,2248
E02005593,2901,1076
E02005594,5381,2364
E02005595,3933,2956
E02005596,4358,1841
E02005597,5457,3944
E02005598,3245,2577
E02005599,2507,1913
E02005600,2294,1772
E02005601,2763,1839
E02005602,4433,3515
E02005603,3520,2683
E02005604,3451,2626
E02005605,4173,3316
E02005606,2318,1801
E02005607,4484,3466
E02006302,2895,2345
E02006303,3191,1551
E02006304,3306,2613
E02006907,3076,1014
E02006908,2880,1151
