areacd,total,value
E02002910,3420,2313
E02002924,2573,1931
E02003069,2390,1979
E02003071,3521,2335
E02003074,3448,2749
E02003076,3761,2989
E02003078,2756,2183
E02003079,3905,3037
E02003080,3917,2921
E02003081,4126,3441
E02003082,4453,2580
E02003084,4665,2179
E02003085,3307,1114
E02003086,2810,1736
E02003087,4029,3381
E02003088,3451,2744
E02003089,2532,1800
E02003931,4484,2966
E02003932,2853,2170
E02004129,2363,1916
E02004130,2873,1828
E02004131,2421,1930
E02004132,3349,2653
E02004133,3711,2646
E02004134,2810,2021
E02004135,3604,2865
E02004136,3398,2704
E02004149,2681,2083
E02004150,2835,1512
E02004151,3284,2400
E02004164,2747,2094
E02004165,3433,2667
E02004166,2715,1920
E02004167,3015,1445
E02004168,2734,1359
E02004169,2858,2193
E02004170,3223,2202
E02004171,3144,2324
E02004172,2571,1999
E02004173,2922,2195
E02004174,3396,2228
E02004175,2491,1307
E02004176,2421,1797
E02004177,2541,1675
E02004178,2260,1796
E02004179,3717,2580
E02004180,2273,1818
E02004181,2571,1690
E02004182,2896,1306
E02004183,2654,1904
E02004184,3532,2166
E02004185,2510,2070
E02004186,3426,2568
E02004187,3966,2610
E02004188,2743,2096
E02004220,3027,2118
E02004221,2767,2207
E02004222,2762,1650
E02004223,4793,3089
E02004224,2640,1905
E02004225,2438,1621
E02004226,3047,2410
E02004227,3682,2738
E02004228,2830,2260
E02004229,3272,2484
E02004230,3242,2152
E02006044,2750,2019
E02006062,4423,3660
E02006063,2748,2364
E02006064,3740,2618
E02006065,3743,2334
E02006066,3309,2654
E02006067,2972,2289
E02006068,3092,1504
E02006069,4435,2295
E02006070,2955,2259
E02006071,3408,2734
E02006072,3758,3131
E02006073,2960,1423
E02006074,3467,2622
E02006078,2410,1813
E02006081,2253,1749
E02006084,3165,2374
E02006093,3747,2685
E02006096,2849,2089
E02006097,2933,1743
E02006098,3158,2498
E02006099,2736,1998
E02006100,2955,2104
E02006101,2420,1735
E02006102,3083,1521
E02006103,3079,2503
E02006104,3264,2289
E02006105,4680,2719
E02006106,2991,2004
E02006107,3458,1490
E02006108,4029,2320
E02006109,3355,2857
E02006110,3441,1982
E02006111,4322,3423
E02006112,3094,2448
E02006113,3340,2285
E02006114,2887,1831
E02006115,3254,2010
E02006116,3519,2542
E02006117,2623,1753
E02006845,3352,2275
E02006846,2887,1635
W02000106,2954,2091
W02000107,4449,3172
W02000108,3210,2331
W02000109,2583,1528
W02000110,3072,2207
W02000111,3751,2587
W02000113,3635,2115
W02000114,2970,2217
W02000116,3291,2484
W02000117,3321,1064
W02000118,2840,1535
W02000120,3257,2439
W02000122,2921,2299
W02000123,3432,2364
W02000124,4165,2739
W02000125,3308,2522
W02000126,3537,2801
W02000127,4462,3187
W02000128,3130,2283
W02000129,2807,2233
W02000130,3118,1479
W02000131,3020,2055
W02000132,2702,2023
W02000133,3322,2572
W02000134,3633,2759
W02000135,3097,1863
