areacd,total,value
E01021402,824,615
E01021403,626,544
E01021407,921,732
E01021408,699,584
E01021637,471,341
E01021638,506,285
E01021639,750,429
E01021640,481,348
E01021641,590,404
E01021642,836,442
E01021643,927,823
E01021644,670,489
E01021645,583,529
E01021646,1019,471
E01021647,811,563
E01021648,1127,574
E01021649,1050,335
E01021650,954,404
E01021651,731,458
E01021652,647,471
E01021653,486,423
E01021654,733,598
E01021655,529,447
E01021656,682,519
E01021657,720,513
E01021658,442,287
E01021659,826,655
E01021660,574,450
E01021661,659,568
E01021662,636,540
E01021663,458,377
E01021664,884,548
E01021665,612,245
E01021666,627,388
E01021667,619,361
E01021668,801,432
E01021669,716,312
E01021670,630,373
E01021671,596,467
E01021673,623,564
E01021674,519,333
E01021675,526,434
E01021676,643,495
E01021677,494,448
E01021678,559,400
E01021679,991,607
E01021680,1090,725
E01021681,1184,758
E01021682,1148,713
E01021683,558,234
E01021684,703,448
E01021685,838,285
E01021686,981,297
E01021687,757,423
E01021688,600,401
E01021689,614,462
E01021690,500,436
E01021691,641,529
E01021692,603,553
E01021693,718,637
E01021694,592,501
E01021695,459,409
E01021696,747,188
E01021697,705,296
E01021698,457,216
E01021699,647,215
E01021700,582,125
E01021702,591,431
E01021703,491,191
E01021704,661,405
E01021705,765,627
E01021706,598,321
E01021707,591,447
E01021708,629,525
E01021709,632,575
E01021710,771,700
E01021711,577,277
E01021713,474,273
E01021714,671,345
E01021715,578,374
E01021717,719,429
E01021718,665,531
E01021719,663,555
E01021720,704,397
E01021721,773,659
E01021722,701,514
E01021723,720,572
E01021724,739,634
E01021725,528,443
E01021726,679,401
E01021727,627,563
E01021728,656,617
E01021729,708,526
E01021730,682,542
E01021731,638,557
E01021732,705,447
E01021733,657,577
E01021734,631,548
E01021735,669,582
E01021736,516,330
E01021737,582,434
E01021738,967,701
E01021739,648,560
E01021740,744,541
E01021873,513,475
E01021874,530,383
E01021875,639,562
E01021878,633,510
E01021879,628,481
E01021880,782,488
E01021881,526,421
E01021882,842,719
E01021885,475,418
E01021899,513,469
E01021900,442,352
E01021901,794,686
E01021904,562,455
E01021905,499,367
E01021906,642,443
E01021907,886,683
E01021908,857,730
E01021909,536,420
E01021910,637,472
E01021911,473,412
E01021967,836,723
E01021968,729,447
E01021969,587,399
E01021970,825,338
E01021971,416,361
E01021972,491,369
E01021973,471,436
E01021974,483,343
E01021975,644,451
E01021976,613,526
E01021977,710,583
E01021978,906,755
E01021979,624,451
E01021980,770,624
E01021981,793,619
E01021982,830,522
E01021983,611,530
E01021984,1004,899
E01021985,660,549
E01021986,726,558
E01021987,593,490
E01021988,1029,477
E01021989,757,681
E01021990,842,679
E01021991,418,358
E01021992,476,370
E01021993,944,787
E01021994,606,520
E01021995,634,576
E01021996,615,470
E01021997,663,274
E01021998,631,395
E01021999,752,481
E01022000,646,506
E01022001,827,376
E01022002,791,679
E01022004,748,622
E01022005,757,667
E01022006,732,390
E01022007,653,409
E01022008,1002,879
E01022009,640,555
E01022010,704,608
E01022011,742,601
E01022012,1001,799
E01022013,650,553
E01022014,584,391
E01022015,608,482
E01022016,839,742
E01022017,575,500
E01022018,624,485
E01022019,560,449
E01022020,901,570
E01022021,603,386
E01022022,602,457
E01022023,645,465
E01022024,642,408
E01022025,776,330
E01022026,630,289
E01022027,788,412
E01022028,546,424
E01022030,759,418
E01022031,577,172
E01022032,715,440
E01022033,733,674
E01022034,772,647
E01022035,698,619
E01022036,571,474
E01022037,622,495
E01022038,632,459
E01022039,657,430
E01022040,816,710
E01022041,711,616
E01022042,687,401
E01022043,751,423
E01022044,743,585
E01022045,681,406
E01022046,686,590
E01022047,578,482
E01022048,705,563
E01022049,618,483
E01022050,870,607
E01022051,575,479
E01022052,600,477
E01022053,710,635
E01022054,629,439
E01022055,642,406
E01022056,766,417
E01029870,479,335
E01029871,622,454
E01029872,585,513
E01029873,965,664
E01029874,727,624
E01029875,901,705
E01029877,513,419
E01029879,624,468
E01029880,743,544
E01029882,621,464
E01029883,850,714
E01029886,507,310
E01029887,792,618
E01029888,495,289
E01029889,503,251
E01029890,485,419
E01029891,782,579
E01029892,848,405
E01029893,1018,637
E01029894,517,395
E01029895,476,427
E01029896,615,361
E01029897,803,552
E01029899,764,667
E01029902,896,697
E01029903,561,519
E01029904,608,540
E01029905,464,390
E01029906,819,578
E01029908,686,549
E01029909,733,577
E01029910,504,243
E01029912,726,395
E01029913,546,482
E01029914,666,353
E01029915,514,367
E01029916,506,231
E01029917,812,628
E01029918,544,265
E01029919,668,493
E01029920,1004,473
E01029966,621,436
E01029967,613,572
E01029968,674,358
E01029969,555,350
E01029970,757,478
E01029971,637,257
E01029978,547,358
E01029979,645,204
E01029980,701,228
E01029981,513,415
E01029982,526,220
E01029983,656,508
E01029986,665,224
E01029987,622,277
E01029990,713,464
E01029991,675,601
E01029992,608,444
E01029994,636,218
E01029995,654,534
E01029996,637,361
E01030005,930,533
E01030012,624,227
E01030013,604,295
E01030014,602,341
E01030015,530,469
E01030016,633,383
E01030017,633,318
E01030018,667,182
E01030019,644,509
E01030020,609,465
E01030021,673,199
E01030158,679,625
E01030159,648,506
E01030160,699,366
E01030161,611,364
E01030162,634,313
E01030163,656,314
E01030164,650,573
E01030165,762,453
E01030166,674,611
E01030167,609,469
E01030168,662,267
E01030169,746,380
E01030170,759,373
E01030171,784,624
E01030196,677,565
E01030197,691,558
E01030198,570,452
E01030206,634,592
E01030214,531,431
E01030215,633,390
E01030216,627,551
E01030217,564,435
E01030218,625,471
E01033051,1096,730
E01033057,950,745
E01033122,664,144
E01033123,809,362
E01033126,768,164
E01033127,604,244
E01033128,485,284
E01033130,633,161
E01033131,554,221
E01033450,1119,943
E01033719,544,95
E01033720,775,461
E01033721,654,505
E01033722,586,189
E01033723,863,105
