areacd,total,value
E02003352,2487,2096
E02003353,3534,2672
E02003354,3872,3025
E02003355,2708,1365
E02003357,3951,2031
E02003358,3988,2017
E02003359,2835,1765
E02003360,3605,2473
E02003361,3133,1989
E02003362,2757,1888
E02003363,2533,1874
E02003364,2509,2013
E02003365,2652,2130
E02003366,2583,1927
E02003367,2368,1547
E02003369,2427,1853
E02003370,2642,2254
E02003371,2287,2149
E02003372,2949,2430
E02003373,2972,2073
E02003374,2334,1736
E02003375,2440,1475
E02003377,3854,2817
E02003378,3466,2088
E02003379,2785,1678
E02003380,3110,2455
E02003381,2272,1635
E02003382,3129,1871
E02003383,2708,2126
E02003385,3592,1763
E02003386,3465,2062
E02003387,3611,2938
E02003388,2326,1607
E02003389,3115,2624
E02003390,2846,2634
E02003391,3286,2619
E02003392,3647,2021
E02003393,3186,2706
E02003394,2927,1573
E02003395,3861,1851
E02003396,3995,2224
E02003397,3022,1972
E02003398,4040,1551
E02003399,5891,1522
E02003400,3052,1443
E02003401,3682,1913
E02003402,3725,1536
E02003403,3582,2087
E02003404,2326,1107
E02003405,3816,1423
E02003406,2870,1673
E02003421,2148,1792
E02003422,4718,3597
E02003423,2289,1350
E02003424,3430,2643
E02003425,4704,2398
E02003426,3721,2964
E02003427,2833,1795
E02003428,3545,2608
E02003429,2966,2389
E02003439,2272,1719
E02003440,3634,2884
E02003441,2954,2499
E02003442,2760,2358
E02003443,2429,1611
E02003444,3223,2649
E02003445,3110,2816
E02003446,3035,2685
E02003447,3453,2472
E02003448,2617,2214
E02003449,3144,2488
E02003450,4206,3030
E02003451,3725,2227
E02003452,2428,2084
E02003453,2387,2211
E02003454,3045,2538
E02003455,2669,1945
E02003456,2535,1663
E02003457,3679,3335
E02003458,3027,2675
E02003712,3246,2183
E02003713,2390,2020
E02003715,2563,2053
E02003716,2460,1832
E02003717,3729,2788
E02003718,2377,1625
E02004675,3060,2327
E02004676,3361,2735
E02004677,2707,1928
E02004678,3127,2325
E02004679,3430,2480
E02004680,2849,2155
E02004681,4551,2364
E02004682,3238,2242
E02004683,2802,1478
E02004684,3645,2355
E02004685,3292,1620
E02004686,3544,2027
E02004687,2761,1541
E02004688,3472,1726
E02004689,2277,1854
E02004690,3179,2503
E02004691,3232,2376
E02004692,2996,2775
E02004693,3041,1722
E02004694,2872,1976
E02004695,3235,2571
E02004696,2644,1856
E02004751,3293,2618
E02004752,3162,2834
E02004753,3851,3209
E02004754,2549,1815
E02004755,4728,3304
E02004756,3214,2475
E02004757,3160,2882
E02004758,3100,2381
E02004759,3239,2814
E02004760,2941,2106
E02004761,2273,1309
E02004802,2547,1587
E02004803,2648,1259
E02004804,2780,2397
E02004805,3334,2661
E02004806,3177,2427
E02004807,3785,2642
E02004808,4180,2285
E02004809,2856,573
E02004810,2945,1862
E02004811,3210,2065
E02004812,2395,1984
E02004813,2487,1347
E02005966,3173,2301
E02005967,2265,1610
E02005968,2559,1495
E02005969,3901,2630
E02005970,2384,1413
E02005971,2311,1705
E02005972,3210,2404
E02005973,2616,1721
E02005974,2641,1771
E02005975,3082,2437
E02005976,2278,1765
E02005977,2305,1871
E02005992,3748,2639
E02006347,3079,2411
E02006353,2612,1729
E02006357,2636,2145
E02006419,3079,1664
E02006420,2788,2335
E02006422,2344,2016
E02006423,4111,2573
E02006424,2360,2088
E02006425,2354,1723
E02006426,2266,1865
E02006427,2738,1994
E02006439,2490,1907
E02006440,2844,2260
E02006441,3296,1882
E02006442,2290,1955
E02006444,2718,2001
E02006447,2412,1956
