areacd,total,value
E02003524,3076,1514
E02003525,2459,1063
E02003526,2687,2326
E02003527,2571,1639
E02003529,3027,2448
E02003530,3101,1843
E02003531,3314,2699
E02003532,3149,2094
E02003533,2408,1434
E02003534,3469,2531
E02003535,3810,2463
E02003536,3277,657
E02003537,4182,3039
E02003538,4386,2268
E02003539,4872,752
E02003540,3685,2638
E02003541,4631,956
E02003542,3669,1995
E02003543,3503,1565
E02003544,2851,1765
E02003545,3555,1340
E02003546,3825,2257
E02003547,4470,2008
E02003548,2866,1496
E02003549,2849,1768
E02003551,2256,969
E02003553,2394,766
E02003556,2471,1740
E02003557,2753,1445
E02003561,3181,1081
E02003562,3636,2152
E02003564,3474,2202
E02003565,2563,742
E02003566,2607,1549
E02003570,3635,821
E02003572,2484,1870
E02003573,3236,1548
E02003574,3412,2447
E02003575,2808,1057
E02003576,3434,1937
E02003577,4908,1211
E02003578,2641,1905
E02003579,3357,2118
E02003580,2617,934
E02003581,3669,2313
E02003582,3516,2912
E02003583,2847,1931
E02004697,2223,1729
E02004698,2503,1080
E02004699,4442,3531
E02004700,2170,1085
E02004702,3241,2391
E02004703,4175,3393
E02004704,2325,1714
E02004705,3532,2647
E02004706,3030,2282
E02004707,4529,3333
E02004708,3918,2373
E02004709,3020,2577
E02004710,2569,2040
E02004712,3487,3122
E02004713,3212,2723
E02004714,3371,2758
E02004715,3429,2325
E02004716,3563,2616
E02004717,3996,2007
E02004718,3796,2023
E02004719,3977,3473
E02004720,4748,3702
E02004721,3569,2673
E02004722,3098,2218
E02004723,3816,3386
E02004724,3200,2113
E02004725,2398,1488
E02004726,2517,1735
E02004727,3384,2851
E02004728,3472,2585
E02004729,3062,2151
E02004730,3544,3139
E02004731,3232,2733
E02004732,3279,2735
E02004733,3111,2355
E02004734,4370,3384
E02004735,3206,2873
E02004736,3398,3057
E02004737,3278,1968
E02004738,3212,2560
E02004739,2913,2404
E02004740,3118,2665
E02004741,3161,2195
E02004742,3231,2056
E02004743,3162,2526
E02004744,3251,1331
E02004745,3900,2267
E02004746,4616,3555
E02004747,2914,1989
E02004748,4767,1936
E02004749,3058,2644
E02004750,3370,2616
E02004764,3421,2849
E02004765,2640,2193
E02004766,2632,1530
E02004767,2247,1078
E02004768,2274,1409
E02004769,2478,980
E02004770,2880,1391
E02004771,3621,1749
E02004772,3852,3067
E02004774,4329,3279
E02004775,3969,2984
E02004776,2546,2159
E02004777,2608,1784
E02004778,2805,2224
E02004789,4406,3088
E02004791,2201,1364
E02004792,3723,2973
E02004827,2831,2461
E02004829,2236,1508
E02004830,2608,1874
E02004831,3417,2714
E02004832,3591,2545
E02004833,3428,2289
E02004834,3167,1194
E02004835,4418,2284
E02004836,2177,686
E02004837,3092,2405
E02004838,3685,2870
E02004839,3314,2613
E02004840,3986,3086
E02004841,4517,3118
E02004842,3229,2460
E02006454,2766,2049
E02006455,2445,1718
E02006559,3831,3455
E02006560,4321,3575
E02006561,2636,1924
E02006563,2392,1689
E02006564,3424,2155
E02006566,3356,2299
E02006567,3149,2350
E02006568,4791,2077
E02006569,3197,2270
E02006570,4130,2244
E02006571,3343,2614
E02006572,3807,2299
E02006573,4871,3718
E02006821,2630,2107
E02006822,3602,2873
E02006829,2772,2366
E02006830,2771,1536
E02006831,2636,2302
E02006838,2809,2378
E02006839,3271,2541
