areacd,total,value
E01007328,801,370
E01007330,725,521
E01007332,979,525
E01007333,494,332
E01007348,613,363
E01007349,668,401
E01007350,523,436
E01007351,643,436
E01007352,623,277
E01007353,657,459
E01007354,697,506
E01007364,593,322
E01007365,514,255
E01007366,847,682
E01007367,473,332
E01007368,698,463
E01007369,687,374
E01007370,605,343
E01007371,817,512
E01007372,540,216
E01007373,675,295
E01007374,657,538
E01007375,685,490
E01007376,639,354
E01007377,443,255
E01007378,750,248
E01007448,773,442
E01007449,815,570
E01007451,728,416
E01007455,587,488
E01007464,600,345
E01007465,629,424
E01007466,640,306
E01007467,645,390
E01007468,607,558
E01007469,543,410
E01007470,553,374
E01007471,591,468
E01007472,654,302
E01007473,616,374
E01007474,649,210
E01007475,627,545
E01007476,643,428
E01007477,598,502
E01007478,653,469
E01007479,674,449
E01007480,549,363
E01007482,641,307
E01007483,610,511
E01007484,626,451
E01007485,592,531
E01007486,635,547
E01007487,691,425
E01007488,726,581
E01007489,722,560
E01007490,631,476
E01007491,661,383
E01007492,664,288
E01007493,715,600
E01007494,675,461
E01007495,757,335
E01007496,606,222
E01007497,542,328
E01007498,657,392
E01007499,655,219
E01007500,577,241
E01007501,643,570
E01007502,1080,837
E01007503,683,587
E01007504,622,413
E01007505,721,544
E01007506,545,284
E01007507,496,242
E01007508,695,293
E01007509,814,349
E01007510,734,414
E01007511,609,269
E01007512,717,555
E01007513,641,419
E01007514,664,432
E01007515,661,393
E01007516,570,444
E01007517,701,400
E01007518,603,470
E01007519,527,383
E01007520,605,559
E01007521,599,480
E01007522,755,315
E01007523,661,528
E01007524,720,586
E01007525,671,384
E01007526,667,568
E01007527,1015,650
E01007528,634,353
E01007529,654,226
E01007530,512,236
E01007531,792,357
E01007532,1017,77
E01007533,623,359
E01007534,916,302
E01007535,638,374
E01007536,890,623
E01007537,706,507
E01007538,590,387
E01007539,545,339
E01007540,639,492
E01007541,646,416
E01007542,787,335
E01007543,687,247
E01007544,750,146
E01007545,616,431
E01007546,619,398
E01007547,607,376
E01007548,425,234
E01007549,653,304
E01007550,696,439
E01007551,725,595
E01007552,603,494
E01007553,715,591
E01007554,676,543
E01007555,626,274
E01007556,533,309
E01007557,419,330
E01007558,622,504
E01007559,405,354
E01007560,644,563
E01007561,556,507
E01007562,610,478
E01007563,525,304
E01007564,605,290
E01007565,641,540
E01007566,780,305
E01007567,516,349
E01007568,595,265
E01007569,627,358
E01007570,645,529
E01007571,690,465
E01007572,574,436
E01007573,667,197
E01007574,638,306
E01007575,627,155
E01007576,646,452
E01007577,711,291
E01007578,685,368
E01007579,691,435
E01007580,620,482
E01007581,626,546
E01007582,615,530
E01007583,632,512
E01007584,671,521
E01007585,630,510
E01007586,654,549
E01007587,728,376
E01007588,669,491
E01007589,715,603
E01007590,476,330
E01007591,607,463
E01007592,641,303
E01007593,508,359
E01007594,825,678
E01007595,633,371
E01007596,499,457
E01007597,683,203
E01007598,665,578
E01007599,715,617
E01007600,604,567
E01007601,610,537
E01007602,614,530
E01007603,603,495
E01007604,574,517
E01007605,633,503
E01007606,607,559
E01007607,607,357
E01007608,623,358
E01007609,1023,676
E01007610,813,694
E01007611,583,425
E01007612,638,509
E01007613,673,556
E01007614,532,475
E01007615,641,451
E01007616,587,482
E01007617,643,593
E01007618,505,449
E01007619,716,661
E01007620,701,618
E01007621,539,470
E01007622,666,579
E01007623,585,390
E01007624,750,639
E01007625,620,515
E01007626,546,275
E01007627,701,343
E01007628,541,233
E01007629,663,244
E01007630,652,534
E01007631,534,509
E01007632,615,443
E01007633,514,339
E01007634,653,346
E01007635,618,402
E01007636,654,345
E01007637,655,492
E01007638,706,347
E01007639,899,484
E01007640,725,610
E01007641,588,446
E01007642,649,374
E01007643,662,275
E01007644,587,452
E01007645,830,355
E01007646,607,363
E01007647,692,442
E01007648,854,306
E01007649,616,474
E01007650,826,514
E01007651,676,354
E01007652,770,316
E01007653,638,477
E01007654,609,371
E01007655,868,278
E01007656,638,375
E01007657,582,512
E01007658,581,504
E01007659,472,427
E01007660,488,445
E01007661,574,479
E01007662,470,212
E01007663,637,570
E01007664,828,710
E01007665,702,571
E01007666,570,475
E01007667,579,396
E01007668,690,204
E01007669,647,561
E01007670,610,559
E01007671,822,687
E01007672,589,536
E01007673,640,345
E01007674,817,738
E01007675,653,485
E01007676,719,392
E01007677,558,182
E01007678,662,534
E01007679,748,444
E01007680,684,405
E01007681,576,497
E01007682,555,429
E01007683,582,475
E01007684,666,534
E01007685,597,535
E01007686,686,557
E01007687,644,503
E01007688,654,314
E01007689,623,466
E01007690,694,608
E01007691,884,752
E01007692,712,557
E01007693,941,632
E01007694,737,395
E01007695,972,763
E01007697,662,304
E01007698,634,510
E01007699,755,469
E01007700,719,525
E01007701,723,340
E01007702,614,377
E01007703,500,436
E01007704,670,470
E01007705,593,530
E01007706,556,474
E01007707,649,570
E01007708,761,309
E01007709,611,574
E01007710,656,602
E01007711,688,624
E01007712,747,619
E01007713,632,590
E01007714,990,239
E01007715,643,223
E01007716,744,236
E01007717,813,449
E01007718,653,289
E01007719,525,201
E01007720,638,432
E01007721,711,305
E01007723,589,293
E01007724,584,404
E01007725,477,402
E01007726,733,285
E01007727,684,289
E01007728,483,355
E01007729,846,265
E01007730,702,288
E01007731,566,366
E01007732,766,303
E01007733,629,298
E01007734,768,280
E01007735,556,166
E01007736,678,195
E01007737,595,165
E01007738,554,218
E01007739,619,206
E01007740,595,307
E01007741,680,621
E01007742,607,429
E01007743,502,438
E01007744,713,458
E01007745,677,374
E01007747,537,302
E01007748,648,479
E01007749,762,638
E01007750,642,547
E01007751,834,533
E01007752,619,546
E01007754,523,440
E01007755,573,515
E01007756,601,531
E01007757,674,554
E01007758,565,334
E01007759,670,407
E01007760,786,367
E01007761,701,458
E01007762,582,430
E01007763,674,357
E01007764,691,193
E01007765,641,442
E01007766,519,280
E01007767,671,377
E01007768,816,314
E01007769,614,203
E01007770,613,348
E01007771,620,509
E01007772,556,329
E01007773,642,385
E01007774,605,388
E01007775,545,177
E01007776,652,347
E01007777,651,404
E01007778,593,479
E01007779,582,262
E01007780,616,462
E01007781,656,366
E01007782,597,319
E01007783,813,354
E01007784,762,420
E01007785,519,409
E01007786,486,425
E01007787,1197,898
E01007788,659,505
E01007789,739,415
E01007790,696,274
E01007791,551,349
E01007792,484,454
E01007793,628,388
E01007794,553,269
E01007795,634,580
E01007796,573,253
E01007797,580,417
E01007798,543,503
E01007799,613,374
E01007800,698,417
E01007804,661,312
E01007805,641,257
E01007806,518,246
E01007807,607,397
E01007809,726,368
E01007810,793,572
E01007811,579,521
E01007812,544,297
E01007813,591,429
E01007814,474,360
E01007815,705,408
E01007816,649,406
E01007817,638,391
E01007818,674,591
E01007819,627,494
E01007820,625,390
E01007821,670,409
E01007822,710,269
E01007838,644,499
E01007839,667,597
E01007842,685,481
E01007903,589,363
E01007907,585,471
E01007908,658,553
E01007909,869,652
E01007910,727,369
E01007911,592,547
E01007912,696,504
E01007913,477,230
E01007914,494,247
E01007963,721,443
E01007964,716,455
E01007965,839,363
E01007966,652,415
E01007967,780,397
E01007968,622,294
E01007969,626,443
E01007970,986,208
E01007971,619,392
E01007972,613,571
E01007973,640,560
E01007974,561,450
E01008008,741,316
E01008020,613,518
E01008021,561,528
E01008022,773,222
E01008028,665,410
E01008029,598,338
E01008030,558,455
E01008031,630,406
E01008032,637,387
E01008033,604,451
E01008034,684,422
E01008035,473,442
E01008036,601,517
E01008037,720,395
E01008038,742,687
E01008039,609,523
E01008040,693,526
E01008041,563,497
E01011299,947,646
E01011394,497,416
E01011395,464,354
E01011740,660,266
E01011741,636,499
E01011742,716,339
E01011743,597,564
E01011744,669,592
E01011745,697,240
E01011746,564,214
E01011747,726,267
E01011748,656,525
E01011749,969,655
E01011750,603,229
E01011751,517,464
E01011752,722,504
E01011753,627,467
E01011754,630,385
E01011755,677,607
E01011756,758,275
E01011757,744,472
E01011758,614,359
E01011759,831,398
E01011760,795,518
E01011761,792,599
E01011762,737,527
E01011763,744,392
E01011764,714,348
E01011767,740,624
E01011768,583,501
E01011769,930,702
E01011770,795,529
E01011775,1131,855
E01011776,619,360
E01011777,622,461
E01011778,652,478
E01011779,598,382
E01011780,870,244
E01011781,804,415
E01011782,640,487
E01011783,594,397
E01011784,772,493
E01011785,608,391
E01011787,765,582
E01011788,729,597
E01011789,510,261
E01011790,761,363
E01011791,626,337
E01011792,631,199
E01011803,583,273
E01011804,708,439
E01011805,707,305
E01011806,664,434
E01011807,662,356
E01011808,770,558
E01011809,736,347
E01011810,582,414
E01011811,661,243
E01011812,1010,880
E01011834,613,386
E01011835,640,563
E01011836,576,439
E01011837,613,371
E01011838,1102,371
E01011839,642,491
E01011840,685,338
E01011841,706,441
E01011842,689,206
E01011843,643,422
E01011844,729,642
E01011845,626,589
E01011846,594,483
E01011847,615,564
E01011848,624,542
E01011849,730,623
E01011850,628,285
E01011851,690,373
E01011852,651,291
E01011853,588,335
E01011854,513,343
E01011855,686,485
E01011856,622,473
E01011857,721,632
E01011858,638,447
E01011859,688,323
E01011860,642,496
E01011861,815,571
E01011862,606,324
E01011863,609,226
E01011864,662,272
E01011865,754,381
E01011866,641,408
E01011867,684,360
E01011868,814,444
E01011869,683,294
E01011870,641,502
E01011871,661,446
E01011872,629,359
E01012993,596,486
E01012994,781,472
E01012995,771,439
E01012996,638,574
E01012997,850,413
E01012998,884,796
E01012999,681,316
E01013000,915,324
E01013001,756,565
E01013002,686,356
E01013003,658,447
E01013004,658,398
E01013015,674,485
E01013016,704,641
E01013017,731,459
E01013072,701,481
E01013073,673,522
E01013074,676,567
E01013075,547,473
E01013076,630,439
E01013077,819,666
E01013241,725,582
E01013242,709,640
E01013243,871,720
E01013244,790,512
E01013245,609,385
E01013246,638,474
E01013247,711,588
E01013248,760,632
E01013249,747,472
E01013250,703,546
E01013251,768,688
E01013252,695,616
E01013253,801,601
E01013287,698,556
E01026374,641,181
E01026375,664,313
E01026376,778,363
E01026377,898,492
E01026378,721,425
E01026379,733,521
E01026380,736,547
E01026381,799,467
E01026382,740,513
E01026383,614,295
E01026384,892,422
E01026388,933,817
E01026403,558,449
E01026407,558,417
E01026408,580,448
E01027883,446,364
E01027884,627,499
E01027885,655,532
E01027889,718,508
E01027890,807,688
E01027891,746,619
E01027892,836,538
E01027923,944,748
E01027924,834,712
E01027999,994,812
E01028000,951,776
E01028001,593,223
E01028002,600,505
E01028003,600,466
E01028004,681,603
E01028005,822,684
E01028014,767,325
E01028015,628,509
E01028023,947,757
E01028024,775,565
E01028025,633,408
E01028026,661,377
E01028027,592,428
E01028028,677,439
E01028029,524,292
E01028030,497,391
E01028031,473,340
E01028032,559,493
E01028034,1010,771
E01028035,961,761
E01028036,868,662
E01032924,602,418
E01032925,603,366
E01032926,642,538
E01032927,634,494
E01033259,655,462
E01033260,632,408
E01033278,1173,540
E01033279,1014,467
